specobjid,ra,dec,class,subclass,z,z_err,z_warning,psfmag_g,psfmag_r,psfmag_i,psfmag_z,fiber2mag_g,fiber2mag_r,gaia_g_mag,bp_mag,rp_mag,wise_w1_mag,wise_w2_mag,twomass_j_mag,twomass_h_mag,twomass_k_mag,sn_median,rchi2,dof,chi68p,fracnsigma,pmra,pmdec,parallax,ebv
11955191100150155916900060103,39.84761,-1.604428,GALAXY,,0.11360195,2.0080864e-05,0,,,,,,,-9.99999,-9.99999,-9.99999,,,,,,[ 1.2671187 10.497388  19.120205  26.748657  22.50917  ],0.99890494,4517,0.9311209,"[2.8757736e-01 4.9955793e-02 7.2944299e-03 1.5473033e-03 2.2104333e-04
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]",,,,0.03345758
7010029900150155916900060103,39.720399,-1.4793947,STAR,F0IV (81937),-0.0005743587,1.1008434e-05,0,,,,,,,17.6665,17.6665,17.0165,,,,,,[12.414192 38.291187 36.215954 32.710945 20.62631 ],1.3243392,4519,1.0245875,"[3.3222812e-01 6.6755086e-02 1.4146773e-02 5.3050397e-03 2.8735632e-03
 1.9893900e-03 1.1052166e-03 8.8417332e-04 2.2104333e-04 0.0000000e+00]",8.35332,-10.71657,0.02411421,0.030494066
7009997000150155916900060103,39.957031,-1.6459676,QSO,BROADLINE,1.5209198,0.0011756594,0,,,,,,,20.7676,20.7676,20.8494,,,,,,[1.5279341 3.4937437 2.9321122 3.2222998 1.960305 ],0.95894104,4516,0.9311314,"[2.8369421e-01 3.7118867e-02 5.5236411e-03 1.7675651e-03 1.5466196e-03
 8.8378257e-04 6.6283694e-04 6.6283694e-04 2.2094564e-04 2.2094564e-04]",,,,0.03147379
11955192400150155916900060103,39.988069,-1.549823,GALAXY,,0.36367178,5.1185223e-05,0,,,,,,,-9.99999,-9.99999,-9.99999,,,,,,[ 1.0709815  2.2522562  7.9743376 12.757728  10.682614 ],0.95917004,4508,0.91925704,"[0.2839424  0.04208195 0.00531561 0.0013289  0.00044297 0.
 0.         0.         0.         0.        ]",,,,0.032906882
7009994800150155916900060103,40.130401,-1.6490089,QSO,BROADLINE,1.7342958,0.00094249623,0,,,,,,,18.5425,18.5425,17.9322,,,,,,[15.306753 33.620605 28.643915 29.271782 17.274391],5.3167186,4486,1.2228098,"[0.40458184 0.1216637  0.04448399 0.02290925 0.01623666 0.01356762
 0.0122331  0.00978648 0.00800712 0.0077847 ]",-0.285109,-0.5478971,0.09167145,0.031704713
7009997600150155916900060103,40.086476,-1.5976079,QSO,BROADLINE,1.1328126,0.0005946929,0,,,,,,,20.6684,20.6684,20.9131,,,,,,[1.2387904 3.3664043 3.7145402 2.9010289 1.8533056],0.97457534,4494,0.90936744,"[2.8041741e-01 3.9076377e-02 5.3285970e-03 1.9982238e-03 1.3321493e-03
 6.6607463e-04 2.2202487e-04 2.2202487e-04 2.2202487e-04 2.2202487e-04]",-6.625948,-3.8245869,-1.9924835,0.030959187
7010006600150155916900060103,39.916113,-1.5302762,STAR,M5III (221615),-0.00017277924,1.5625099e-05,0,,,,,,,19.7431,19.7431,17.0441,,,,,,[ 1.1722239  7.099029  11.516682  22.759096  24.110462 ],3.399488,4511,1.6230614,"[0.53786534 0.23206377 0.08281665 0.02701506 0.01018601 0.00597874
 0.00465013 0.00332152 0.00221435 0.00155004]",-2.9234917,-21.185406,1.0938854,0.032938253
7010012400150155916900060103,40.00708,-1.388153,STAR,F2V (33256),-0.00030613513,7.950408e-06,0,,,,,,,17.1686,17.1686,16.4488,,,,,,[18.59052  44.440964 41.138145 36.020267 23.863045],1.6660607,4500,1.0715321,"[0.35316315 0.07680355 0.02042175 0.00532741 0.00355161 0.00244173
 0.00199778 0.0017758  0.0017758  0.00133185]",9.455384,-9.635825,0.19892828,0.0313743
7009998600150155916900060103,40.089973,-1.5229513,QSO,BROADLINE,1.9820944,2.2953461e-06,0,,,,,,,19.255,19.255,18.7467,,,,,,[ 7.2939253 13.353345  10.3303     9.437454   5.6269903],1.713187,4492,1.0614657,"[0.35040072 0.07902939 0.02404274 0.01068566 0.00734639 0.00512021
 0.0048976  0.00378451 0.00333927 0.00200356]",0.41516382,-0.9600093,-1.1338207,0.03240349
7009597200150155916900060103,40.805111,-2.0851545,STAR,WDcooler,0.0001292388,6.21287e-05,0,,,,,,,20.216,20.216,20.0433,,,,,,[ 3.5630364 11.001696   7.3146296  5.2641077  2.5777307],0.87246805,4485,0.9122916,"[0.27505568 0.03363029 0.00378619 0.00044543 0.         0.
 0.         0.         0.         0.        ]",25.185385,-17.549063,3.0137935,0.03133073
7009637600150155916900060103,40.252781,-1.7966029,QSO,BROADLINE,1.1974865,0.00068152545,0,,,,,,,20.1729,20.1729,19.65,,,,,,[4.332466  9.73035   8.652776  6.505733  3.1878145],1.0801395,4483,0.957678,"[2.9779658e-01 5.3193856e-02 9.3478747e-03 2.8933897e-03 1.3354106e-03
 8.9027378e-04 2.2256844e-04 2.2256844e-04 0.0000000e+00 0.0000000e+00]",-2.8939123,1.5737143,-1.331174,0.031454295
7009638700150155916900060103,40.357946,-1.7846853,STAR,M5III (221615),-0.00017795063,3.0203764e-05,0,,,,,,,20.0745,20.0745,16.3223,,,,,,[ 0.8438177  3.9456096  6.118288  21.267792  30.999819 ],3.8137317,4491,1.5804683,"[0.5242438  0.2153025  0.09408363 0.04270463 0.01601424 0.0088968
 0.00600534 0.00489324 0.00355872 0.00266904]",-39.7537,-153.48117,12.893758,0.033359334
7009631400150155916900060103,40.596961,-1.8378056,QSO,BROADLINE,1.2877568,0.00040275845,0,,,,,,,20.514,20.514,19.5815,,,,,,[4.031094  8.052052  8.674579  8.961436  5.3567796],1.1582358,4475,0.94745725,"[2.9319954e-01 5.4626532e-02 1.3600891e-02 5.1282053e-03 3.1215162e-03
 1.5607581e-03 6.6889630e-04 2.2296543e-04 0.0000000e+00 0.0000000e+00]",,,,0.030517634
7009634000150155916900060103,40.54735,-1.8144964,QSO,BROADLINE,2.2825706,0.0027699214,0,,,,,,,20.4871,20.4871,19.806,,,,,,[3.5647595 9.559717  7.20872   5.515459  3.8850489],1.185825,4479,0.9298185,"[2.8144154e-01 4.6580043e-02 1.1277274e-02 3.9225300e-03 2.4515812e-03
 1.4709488e-03 7.3547440e-04 7.3547440e-04 2.4515812e-04 0.0000000e+00]",,,,0.03156847
7009635500150155916900060103,40.550179,-1.7323299,QSO,BROADLINE,2.0530763,0.0010127279,0,,,,,,,20.3159,20.3159,19.6463,,,,,,[ 8.827184  11.055152   7.8427405  7.821837   5.287447 ],1.3426132,4482,1.0271962,"[3.3340925e-01 6.9232523e-02 1.5258484e-02 7.7431109e-03 2.0496470e-03
 9.1095420e-04 6.8321568e-04 6.8321568e-04 4.5547710e-04 2.2773855e-04]",-2.3721404,-0.84096485,1.1155179,0.03065411
7009994400150155916900060103,40.182319,-1.6669701,QSO,BROADLINE,2.898012,0.002571649,0,,,,,,,20.8841,20.8841,20.5014,,,,,,[1.7526616 4.836212  4.149239  3.4165926 1.9350122],1.4356483,4486,0.87454957,"[0.25863624 0.03394413 0.00750976 0.0033043  0.00240312 0.00180234
 0.00090117 0.00060078 0.00060078 0.        ]",,,,0.03191567
7009999000150155916900060103,40.254301,-1.5876222,QSO,BROADLINE,2.860988,0.0028695643,0,,,,,,,19.9907,19.9907,19.8165,,,,,,[ 3.990597 10.440917  8.81966   7.319653  4.14586 ],3.0883572,4487,0.99357486,"[0.3164294  0.06524318 0.01571767 0.00415184 0.00207592 0.00118624
 0.00118624 0.00088968 0.00059312 0.00059312]",2.6102195,-0.38829187,-0.3632528,0.031715732
7009646500150155916900060103,40.326954,-1.6248304,QSO,BROADLINE,0.5272036,0.00010824497,0,,,,,,,18.9778,18.9778,18.5746,,,,,,[ 9.804036 22.852312 18.263004 19.09451  11.7355  ],1.6250677,4491,1.0486976,"[0.34281272 0.07576095 0.02221728 0.00933126 0.00577649 0.00466563
 0.00266607 0.00266607 0.00222173 0.00199956]",0.6058152,-0.19675647,0.2102446,0.032209754
