id,ra,dec,class,subclass,z,z_err
10002738300151165921800060103,108.96984,-26.04401,STAR,CV,0.0006509038,1.3578392e-05
10002740500151165921800060103,108.9145,-26.011406,STAR,F2III (89254),3.419382e-05,7.7309605e-06
10002842500151165921800060103,108.73209,-25.88004,STAR,F2III (89254),5.76236e-05,4.2255233e-06
10002832500151165921800060103,108.84695,-26.000318,STAR,F2III (89254),0.00013176053,5.5027085e-06
10002741800151165921800060103,108.95823,-25.976101,STAR,O8/O9 (167771),0.00018797567,5.3478736e-05
10002845200151165921800060103,108.79729,-25.854249,STAR,A0IVn (25642),0.00036791174,7.727659e-06
10002837300151165921800060103,108.92674,-25.903711,STAR,F2III (89254),0.00014882797,9.998847e-06
10002872200151165921800060103,108.66855,-25.802681,STAR,A4V (97603),0.00023179043,1.1591206e-05
10002867300151165921800060103,108.69956,-25.844795,STAR,M5III (221615),-4.654213e-05,1.6097754e-05
10002870700151165921800060103,108.71523,-25.810189,STAR,F8V (30562),0.00013824797,8.443961e-06
10002871200151165921800060103,108.75867,-25.801603,STAR,CV,0.00043375778,3.9699666e-05
10002931900151165921800060103,108.80841,-25.68438,STAR,F6II (61295),0.00017693064,8.67714e-06
10004383100151165921800060103,108.69828,-25.457856,STAR,A0IVn (25642),0.0003771096,6.122409e-06
10002245700151165921800060103,109.30218,-26.333636,STAR,CV,0.00063557044,1.6154185e-05
10002245900151165921800060103,109.33093,-26.335514,STAR,B8IV (171301),0.00028529487,3.3491422e-05
10002286000151165921800060103,109.51692,-26.421202,STAR,WDcooler,-0.00059218094,0.00021161574
10002291400151165921800060103,109.49201,-26.304702,STAR,M5III (221615),8.280385e-05,1.650993e-05
10002693600151165921800060103,109.27912,-26.292345,STAR,CV,0.00051638484,1.175814e-05
10002742400151165921800060103,109.34873,-26.230924,STAR,WDcooler,-0.0001501003,0.0001713349
10002780200151165921800060103,109.15945,-25.986642,STAR,A0IVn (25642),0.0003009193,9.700317e-06
10002777400151165921800060103,109.18846,-26.081539,STAR,B3Ib/II (51309),0.00049662037,0.00014394679
10002757500151165921800060103,109.27685,-26.02791,STAR,A4V (97603),0.0002743284,9.529229e-06
10002758200151165921800060103,109.34922,-26.010043,STAR,A4V (97603),0.000356311,8.848775e-06
10002298300151165921800060103,109.44145,-26.256438,STAR,A4V (97603),0.0004208851,7.770322e-06
10002298500151165921800060103,109.45155,-26.239016,STAR,O8/O9 (167771),0.00023816378,9.7688735e-06
10002314900151165921800060103,109.60816,-26.121067,STAR,WDhotter,-0.00052949775,0.00036419037
10002307700151165921800060103,109.6717,-26.141647,STAR,G8V (75732),0.00010572322,2.0331367e-05
10002762600151165921800060103,109.51848,-26.032585,QSO,,0.86165833,-1.0
