id,ra,dec,class,subclass,z,z_err
6191288700152385929200060103,186.18926,49.691409,2,F3/F5V (30743),-0.00024440858,8.6126865e-06
6191305300152385929200060103,185.53985,49.793361,1,BROADLINE,3.3983278,0.0006470441
6191305100152385929200060103,185.43825,49.783937,1,BROADLINE,1.289102,0.00024856653
6191281900152385929200060103,186.48965,49.487266,1,BROADLINE,0.5679816,9.510435e-05
6191280600152385929200060103,186.45551,49.452185,2,F3/F5V (30743),-0.00037143088,1.5035928e-05
6191280000152385929200060103,186.46949,49.405481,1,BROADLINE,2.371111,0.001756036
6189601600152385929200060103,187.06334,49.297047,1,BROADLINE,2.003976,0.001088705
6189598700152385929200060103,187.022,49.208367,2,F3/F5V (30743),-0.000633035,2.2839053e-05
6189604100152385929200060103,186.97961,49.233742,1,BROADLINE,0.51796037,0.00012767923
6189591400152385929200060103,186.80209,49.175367,1,BROADLINE,2.026755,0.0009714478
6189593500152385929200060103,186.62788,49.260216,1,BROADLINE,1.4075749,0.00014829611
6191269000152385929200060103,186.35206,49.23297,1,BROADLINE,2.2442696,0.021842401
6189594000152385929200060103,187.24343,49.028177,1,BROADLINE,1.7653042,0.0005711791
6189582600152385929200060103,187.34877,48.907577,1,BROADLINE,0.9249877,0.00013397279
6189554300152385929200060103,187.48635,48.762202,1,BROADLINE,1.1338207,0.00040919502
6189554900152385929200060103,187.35704,48.825352,1,BROADLINE,2.0519958,0.0018008889
6189581900152385929200060103,187.19621,48.825743,1,,1.2301958,0.0013427855
6189550400152385929200060103,187.39819,48.579557,2,M5III (221615),-0.0002111711,4.607851e-05
6189576900152385929200060103,187.31692,48.687012,1,BROADLINE,1.6878167,0.001127329
6189575900152385929200060103,187.26999,48.644679,1,BROADLINE,1.8085612,0.0013600804
6189575700152385929200060103,187.24534,48.603261,1,BROADLINE,2.6230392,0.0016065327
6189594600152385929200060103,187.19835,49.075523,1,BROADLINE,0.9546549,0.00014745629
6189582900152385929200060103,187.2157,48.967023,1,BROADLINE,1.7170492,0.00031145007
6189582100152385929200060103,187.16617,48.918885,2,F3/F5V (30743),-0.0009388289,1.2856162e-05
6189587000152385929200060103,186.81427,48.909308,1,BROADLINE,1.3007326,0.00036479495
