id,ra,dec,class,subclass,z,z_err
6262852000152395929300060103,190.64092,64.59706,2,F3/F5V (30743),-0.00031041968,1.5286767e-05
6264462800152395929300060103,190.11218,64.552473,1,BROADLINE,0.635361,7.978659e-05
6264473600152395929300060103,189.61002,64.702271,2,F3/F5V (30743),-0.0008575838,9.696164e-06
6264472800152395929300060103,189.70665,64.609727,1,BROADLINE,2.8866649,0.00423995
6264471600152395929300060103,189.25465,64.644851,1,BROADLINE,1.7123175,0.001126738
6264496500152395929300060103,188.9187,64.717142,2,F3/F5V (30743),-0.00083060376,9.565236e-06
6264496100152395929300060103,188.95622,64.704269,2,F3/F5V (30743),-0.0007188438,1.4600505e-05
6264441200152395929300060103,188.88167,64.626128,2,WDhotter,-5.98015e-05,4.1025294e-05
6264442300152395929300060103,188.74983,64.692036,2,M6III (148783),-0.00040771,5.6174125e-05
6262809900152395929300060103,191.80155,64.164503,1,BROADLINE,0.8266228,0.00019937135
6262825200152395929300060103,191.28027,64.177773,1,BROADLINE,1.837919,-1.0
6262796000152395929300060103,191.5429,64.103062,1,BROADLINE,2.1255863,0.0010901703
6262793300152395929300060103,192.0296,63.994743,1,BROADLINE,3.0585542,0.0015629675
6262792800152395929300060103,192.08953,63.938294,1,BROADLINE,1.3394649,0.00038342935
6262791300152395929300060103,192.0168,63.841645,1,BROADLINE,1.6169664,0.00072606344
6262787300152395929300060103,191.80256,63.891874,1,BROADLINE,1.3181494,0.0005069222
6262822000152395929300060103,191.44427,64.007051,1,BROADLINE,0.7083431,0.0001374762
6262821700152395929300060103,191.45557,63.940924,1,STARBURST BROADLINE,0.33502242,8.1585626e-05
6262785000152395929300060103,191.75957,63.711248,1,BROADLINE,1.0603832,0.0003085573
6262733900152395929300060103,191.63125,63.690696,1,BROADLINE,2.154009,0.0013786963
6262760900152395929300060103,191.23793,63.825127,2,F8V (30562),-9.459715e-05,8.414557e-06
6262735500152395929300060103,191.42607,63.793518,1,BROADLINE,0.711406,9.093664e-05
6262734500152395929300060103,191.37975,63.73794,1,BROADLINE,2.4996417,0.0027159473
6262761600152395929300060103,190.9861,63.79006,1,BROADLINE,0.9265634,0.0002153664
6262758800152395929300060103,191.11096,63.753375,1,BROADLINE,1.8821472,0.00025967046
6262773800152395929300060103,192.34858,63.522322,2,F3/F5V (30743),-0.0009821171,1.07756905e-05
6262721900152395929300060103,192.19532,63.463572,1,BROADLINE,0.8031835,0.00056163885
6262776200152395929300060103,192.2384,63.608403,1,STARBURST BROADLINE,0.5321445,0.00021400236
6262724600152395929300060103,192.11202,63.561627,1,BROADLINE,1.0599718,0.00019332327
6262725100152395929300060103,191.94672,63.582427,1,,1.0787052,0.00085167174
6262720800152395929300060103,192.26869,63.379555,1,BROADLINE,2.7161882,0.00027982934
6262720300152395929300060103,192.33145,63.322244,1,BROADLINE,2.6077054,0.0016128427
6262717000152395929300060103,192.15187,63.323716,1,BROADLINE,1.2451583,0.00040528012
6262722800152395929300060103,192.11054,63.411824,1,BROADLINE,0.9900274,0.00025025808
6262733700152395929300060103,191.48152,63.678659,2,F3/F5V (30743),-0.00028650346,1.0933922e-05
6262757300152395929300060103,190.98231,63.689817,1,BROADLINE,2.0567276,0.00075425697
6262754600152395929300060103,191.24767,63.612909,1,BROADLINE,0.8042035,0.00016003058
6262754500152395929300060103,191.17552,63.612665,0,,0.0,0.0
6262756500152395929300060103,190.99815,63.601845,1,BROADLINE,2.994859,0.00046465488
6262727700152395929300060103,191.64968,63.490992,1,BROADLINE,0.94401956,0.00021415717
6262728000152395929300060103,191.44123,63.43364,1,BROADLINE,2.8865335,0.0006718464
6262726000152395929300060103,191.64178,63.386702,2,WDmagnetic,-0.0026244598,2.0548406
6262727900152395929300060103,191.5041,63.385579,2,F3/F5V (30743),-0.0005070109,8.199206e-06
6262714200152395929300060103,191.39619,63.366927,1,BROADLINE,1.43034,0.00016769979
6262716600152395929300060103,192.16451,63.241523,2,WDhotter,0.00013114684,0.00014288929
6262702800152395929300060103,191.95761,63.1992,1,BROADLINE,1.2063504,0.00020724905
6262588500152395929300060103,192.37757,63.064497,2,F3/F5V (30743),-0.0010336337,1.02036e-05
6262699400152395929300060103,192.01627,63.017171,1,BROADLINE,2.717989,0.0034431075
6262713500152395929300060103,191.41839,63.312432,2,F3/F5V (30743),-0.0003772451,8.1455955e-06
6262710300152395929300060103,191.5499,63.17426,1,BROADLINE,2.4964797,0.005203264
6262737700152395929300060103,190.9177,63.323229,1,BROADLINE,1.3158764,0.0002976975
6262739000152395929300060103,190.75402,63.31543,1,BROADLINE,4.277187,0.0027394001
6262704100152395929300060103,191.40905,63.062907,2,F3/F5V (30743),-0.00027574776,1.0758495e-05
6209325000152395929300060103,191.11437,63.016009,2,WDhotter,-4.49898e-05,0.00012665184
6262736400152395929300060103,191.04817,63.177925,1,BROADLINE,2.6095088,0.0017838795
6262735600152395929300060103,191.08156,63.081565,1,BROADLINE,0.82469654,7.0329545e-05
6262827200152395929300060103,190.99428,64.202552,1,BROADLINE,0.5444829,0.00011472564
6262832900152395929300060103,190.56731,64.149747,2,WDhotter,-0.00014376767,5.6343244e-05
6264462000152395929300060103,190.24716,64.426511,1,BROADLINE,4.3088956,0.0008955195
6264458900152395929300060103,189.94628,64.392673,1,BROADLINE,1.6114502,0.0006771717
6264468700152395929300060103,189.6393,64.550606,1,,2.1553512,0.0002620657
6264394700152395929300060103,189.68603,64.280548,1,BROADLINE,2.6507642,0.0020755767
6264402700152395929300060103,189.60538,64.212779,1,BROADLINE,2.5021758,0.0010510723
6262830800152395929300060103,190.88082,64.101856,1,BROADLINE,1.1464924,0.0003653957
6262764100152395929300060103,190.85249,63.975523,1,BROADLINE,1.4426174,0.00029765908
6262772800152395929300060103,190.33036,64.133207,1,BROADLINE,1.5157896,0.0005138893
6262771600152395929300060103,190.49444,64.02686,2,WDcooler,-6.575061e-05,5.9952785e-05
6262771400152395929300060103,190.3323,64.019452,2,F3/F5V (30743),-0.000497642,9.864533e-06
6262762300152395929300060103,190.85993,63.832889,2,F3/F5V (30743),-0.00020369526,1.3150592e-05
6262765500152395929300060103,190.52949,63.784958,1,BROADLINE,3.047732,0.00034903444
6264386100152395929300060103,190.13811,63.863615,2,F3/F5V (30743),0.00028849608,8.6228165e-06
6262767900152395929300060103,190.28809,63.834042,1,STARBURST BROADLINE,0.5548814,0.00011623093
6264390500152395929300060103,190.06097,64.159957,2,WDcooler,-0.00014373311,2.3555987e-05
6264390300152395929300060103,190.03418,64.119953,1,BROADLINE,1.3439735,0.00026592452
6264389300152395929300060103,189.67059,64.180107,1,BROADLINE,2.442494,0.0017105036
6264398900152395929300060103,189.4578,64.211184,1,BROADLINE,3.147435,0.0019197725
6264383200152395929300060103,189.35431,64.047661,1,BROADLINE,1.3208631,0.0001989869
6264469800152395929300060103,189.40536,64.532231,1,BROADLINE,2.252395,0.0023489676
6264469400152395929300060103,189.39777,64.493333,1,BROADLINE,4.4020414,0.0005829808
6264408400152395929300060103,189.19875,64.471945,1,BROADLINE,1.1979313,0.0008087177
6264438800152395929300060103,189.01387,64.503862,1,BROADLINE,0.7527978,0.00018119861
6264438700152395929300060103,188.98519,64.490111,2,F0IV (81937),-0.0006248057,9.304302e-06
