specobjid,ra,dec,class,subclass,z,z_err,z_warning,psfmag_g,psfmag_r,psfmag_i,psfmag_z,fiber2mag_g,fiber2mag_r,gaia_g_mag,bp_mag,rp_mag,wise_w1_mag,wise_w2_mag,twomass_j_mag,twomass_h_mag,twomass_k_mag,sn_median,rchi2,dof,chi68p,fracnsigma,pmra,pmdec,parallax,ebv
7550484200150735918600060103,114.34894,15.664424,STAR,F0III (89025),-0.0006415819,8.832315e-05,0,,,,,,,17.8371,17.8371,17.0753,,,,,,[0.9799002 3.1572704 5.2979    6.703345  6.538864 ],0.70610017,4510,0.76622593,"[0.2013289  0.01949059 0.00287929 0.0013289  0.00088594 0.00066445
 0.00066445 0.00044297 0.         0.        ]",11.797869,-35.439087,0.10529497,0.03260164
7550496200150735918600060103,114.08745,15.758651,STAR,G5III+... (157910),0.00023170795,7.629654e-06,0,,,,,,,14.7544,14.7544,13.5956,,,,,,[ 8.935237 37.38863  48.504368 48.2203   46.592846],2.9790695,4524,1.5126348,"[0.5036432  0.19209538 0.07175977 0.02649591 0.01015677 0.00419519
 0.00198719 0.001104   0.001104   0.0006624 ]",-1.9348586,0.48030207,0.29934943,0.033623576
7550501500150735918600060103,114.13531,15.823679,STAR,G8V (101501),-5.6050867e-06,1.2036708e-05,0,,,,,,,16.896,16.896,15.7755,,,,,,[ 2.1383338 11.146292  18.73227   21.928242  21.649239 ],0.7975617,4521,0.8193958,"[0.22867875 0.02319929 0.00419797 0.00198851 0.00110473 0.00066284
 0.00044189 0.         0.         0.        ]",-4.821774,0.23684864,0.95822835,0.032943666
7550502900150735918600060103,114.13606,15.861261,STAR,K0IV (191026),7.9909165e-05,9.290212e-06,0,,,,,,,16.5554,16.5554,15.3841,,,,,,[ 1.6695886 13.957243  25.553673  29.608883  29.276352 ],1.1574084,4532,0.9878967,"[3.1540665e-01 5.0033063e-02 9.4776284e-03 3.5265593e-03 1.1020498e-03
 4.4081992e-04 4.4081992e-04 4.4081992e-04 2.2040996e-04 2.2040996e-04]",-2.0698721,4.797535,0.6639564,0.03419698
7550501800150735918600060103,114.16445,15.86369,STAR,K3V (32147),2.7710312e-05,7.132391e-06,0,,,,,,,15.235,15.235,13.953,,,,,,[ 4.607907 33.74341  47.739796 48.07117  46.78051 ],3.3432682,4536,1.7891338,"[5.8313149e-01 2.5523013e-01 8.1039421e-02 2.2021580e-02 7.0469058e-03
 2.4223740e-03 8.8086323e-04 6.6064746e-04 4.4043161e-04 4.4043161e-04]",-2.096418,-2.6090639,2.3567955,0.02691131
7550503400150735918600060103,114.13091,15.887816,STAR,K3V (32147),0.000150092,7.175016e-06,0,,,,,,,15.6803,15.6803,14.4077,,,,,,[ 3.4581523 25.315098  40.949     42.980232  42.34364  ],2.1089065,4528,1.3318032,"[4.5488638e-01 1.3809839e-01 3.5517316e-02 1.0368410e-02 3.0884624e-03
 1.7648357e-03 8.8241784e-04 4.4120892e-04 2.2060446e-04 2.2060446e-04]",0.84811676,-8.033987,1.5702702,0.03048804
7550486300150735918600060103,114.32015,15.747477,STAR,K5Ve (118100),-5.0912848e-05,8.322436e-06,0,,,,,,,15.7339,15.7339,14.3684,,,,,,[ 1.5947387 20.76473   41.434616  44.005566  43.440884 ],2.724212,4530,1.3711234,"[0.4553473  0.16361631 0.05159868 0.01896362 0.01168688 0.0061742
 0.00418964 0.00242558 0.00154355 0.00154355]",-12.419051,4.9914365,2.0613344,0.028537463
7550502000150735918600060103,114.21753,15.853572,STAR,F0IV (81937),5.6426146e-05,4.159281e-05,0,,,,,,,17.4584,17.4584,16.7204,,,,,,[2.2928596 6.580896  8.904031  9.861942  9.557647 ],0.66248274,4520,0.74180645,"[0.19381216 0.01480663 0.00265193 0.00132597 0.00088398 0.00066298
 0.00044199 0.00022099 0.         0.        ]",0.63259697,-8.790212,0.49224305,0.025335167
7550502400150735918600060103,114.20454,15.893909,STAR,G8V (101501),0.0002742925,1.536279e-05,0,,,,,,,16.9289,16.9289,15.9332,,,,,,[ 2.4578788  9.910563  15.349798  17.449625  16.93722  ],0.8262017,4534,0.7743341,"[0.19651906 0.02181097 0.00638907 0.00352501 0.00242344 0.00154219
 0.00066094 0.00022031 0.00022031 0.00022031]",,,,0.02358
7550485100150735918600060103,114.4049,15.691893,STAR,sdF3 (140283),-0.00019093035,4.339599e-05,0,,,,,,,16.4781,16.4781,16.631,,,,,,[ 9.372079  14.455999  13.332495  11.2465105  8.450269 ],1.2455306,4523,0.9149224,"[2.8158128e-01 5.8966432e-02 1.6342755e-02 8.3922260e-03 5.3003533e-03
 2.6501766e-03 6.6254416e-04 4.4169612e-04 4.4169612e-04 2.2084806e-04]",-25.331226,-34.99994,9.977214,0.0060746567
