specobjid,ra,dec,class,subclass,z,z_err,z_warning,psfmag_g,psfmag_r,psfmag_i,psfmag_z,fiber2mag_g,fiber2mag_r,gaia_g_mag,bp_mag,rp_mag,wise_w1_mag,wise_w2_mag,twomass_j_mag,twomass_h_mag,twomass_k_mag,sn_median,rchi2,dof,chi68p,fracnsigma,pmra,pmdec,parallax,ebv
7011677900150145916500060103,37.372661,-0.14030049,QSO,BROADLINE,2.8011525,0.002623083,0,,,,,,,20.7782,20.7782,20.0505,,,,,,[1.4689903 4.9739594 5.304282  4.7768664 3.0391612],1.2216129,4485,0.93972677,"[0.28667447 0.0371128  0.00350672 0.00233781 0.00116891 0.00087668
 0.00029223 0.         0.         0.        ]",-4.4695854,-2.1287332,0.20345318,0.02434859
7011679700150145916500060103,37.312936,-0.05442498,GALAXY,,0.9487801,0.0001448361,0,,,,,,,20.0067,20.0067,18.8699,,,,,,[ 1.9732246  9.403641  12.205098  16.64154   14.32427  ],3.2084424,4484,1.5845668,"[5.15920758e-01 2.22667560e-01 9.55243856e-02 3.74081507e-02
 1.13560455e-02 3.78534850e-03 1.55867287e-03 1.33600540e-03
 8.90670228e-04 4.45335114e-04]",-1.5678574,-1.2902607,-0.64352274,0.024759304
7011689700150145916500060103,37.342911,-0.059548386,QSO,BROADLINE,0.564346,0.00015901048,0,,,,,,,20.0776,20.0776,19.6908,,,,,,[ 3.5699453 11.108653   9.419316  10.484808   7.0232873],1.0483723,4484,0.94075143,"[2.8860703e-01 4.1388519e-02 9.1232751e-03 3.5603025e-03 2.4477080e-03
 1.5576323e-03 1.3351135e-03 6.6755677e-04 6.6755677e-04 2.2251891e-04]",-0.96623915,-1.2011446,-2.3542361,0.024745215
7011690100150145916500060103,37.347662,-0.013313085,QSO,STARBURST BROADLINE,0.55909353,5.586793e-05,0,,,,,,,18.844,18.844,18.1907,,,,,,[ 9.813612 26.451357 23.861395 26.191496 18.160286],1.8792834,4489,1.3159618,"[0.45254502 0.12491665 0.02956212 0.00666815 0.00333407 0.0015559
 0.00066681 0.         0.         0.        ]",-0.6598923,0.35076284,-0.09476546,0.02431854
7011689600150145916500060103,37.368057,-0.054461493,QSO,BROADLINE,0.98925287,0.00024406285,0,,,,,,,20.557,20.557,20.0038,,,,,,[1.8332702 4.9512095 5.6902065 5.6808486 3.5064688],0.91041213,4473,0.8974799,"[2.7325451e-01 3.6359582e-02 4.2382334e-03 1.1153246e-03 6.6919473e-04
 4.4612982e-04 4.4612982e-04 2.2306491e-04 2.2306491e-04 0.0000000e+00]",,,,0.024650417
7011688000150145916500060103,37.428274,-0.076483512,STAR,WDcooler,0.00020126184,8.263606e-05,0,,,,,,,20.2701,20.2701,20.4084,,,,,,[2.569428  9.153253  7.0107794 5.618973  2.752994 ],0.85421205,4485,0.8862636,"[2.6748329e-01 3.0512249e-02 4.0089088e-03 6.6815142e-04 2.2271715e-04
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]",14.434993,8.656212,1.931944,0.024671596
7011569000150145916500060103,37.643135,-0.36653979,QSO,BROADLINE,0.6418778,0.00012566376,0,,,,,,,20.3918,20.3918,20.3062,,,,,,[1.4508678 4.740823  4.6828074 5.201361  3.5869193],0.9820802,4453,0.9378162,"[2.9061168e-01 4.4364776e-02 6.2738070e-03 8.9625811e-04 4.4812905e-04
 2.2406453e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]",-0.38910213,1.2793179,-1.8802146,0.028497826
7011584400150145916500060103,37.974116,-0.5422581,QSO,BROADLINE,1.7261541,0.00067593093,0,,,,,,,19.7409,19.7409,18.94,,,,,,[ 3.750851 12.956799 12.015319 13.352776  8.129433],1.0600711,4490,0.97055507,"[0.3071111  0.05022222 0.00844444 0.00222222 0.00066667 0.00066667
 0.         0.         0.         0.        ]",-1.6167041,0.7064537,-0.59143174,0.024125187
7011586700150145916500060103,37.885441,-0.513633,QSO,BROADLINE,2.4042764,0.0020588546,0,,,,,,,21.1009,21.1009,20.0749,,,,,,[1.9643847 6.589758  5.4612155 4.7220154 3.331481 ],1.3640705,4457,0.94985265,"[0.29612523 0.053631   0.020272   0.01231717 0.00846805 0.0066718
 0.00307929 0.00256608 0.00153965 0.00153965]",,,,0.024866275
7011587400150145916500060103,37.947934,-0.39818762,QSO,BROADLINE,1.7259085,0.00068613794,0,,,,,,,19.4542,19.4542,18.8018,,,,,,[ 7.232774 17.85201  14.428955 14.77789   9.0306  ],0.84571266,4483,0.87683195,"[0.26040506 0.03538838 0.0035611  0.00155798 0.         0.
 0.         0.         0.         0.        ]",0.27569926,-0.403902,0.55474776,0.025988266
7011584000150145916500060103,37.609613,-0.32879871,STAR,B0IVe (5394),-0.0013638735,0.00023210129,4,,,,,,,19.8846,19.8846,20.0104,,,,,,[5.180576  9.462952  3.7855375 2.3010693 1.1381851],0.90686405,4493,0.91450965,"[2.7478880e-01 3.5126723e-02 4.4464208e-03 1.1116052e-03 6.6696311e-04
 2.2232103e-04 2.2232103e-04 2.2232103e-04 0.0000000e+00 0.0000000e+00]",40.164837,-9.374846,4.483737,0.028815875
7011593200150145916500060103,37.67704,-0.34255722,QSO,BROADLINE,3.1069105,0.0023468558,0,,,,,,,20.2964,20.2964,19.2998,,,,,,[ 1.3629533  6.301675   8.716953  10.132966   7.541668 ],6.134094,4476,2.1562328,"[0.67034036 0.36401945 0.15818477 0.07552674 0.05251215 0.04084279
 0.03598055 0.03144246 0.02852512 0.02658023]",-2.7216241,1.3758146,-1.4647973,0.027772363
7011680500150145916500060103,37.682149,-0.2322433,STAR,F0IV (81937),-0.00063201913,9.310491e-06,0,,,,,,,17.8992,17.8992,17.278,,,,,,[14.086644 41.102264 42.759975 41.89805  31.17413 ],1.4714469,4478,1.0425352,"[0.33772027 0.07249609 0.01606067 0.00691501 0.00513049 0.00267678
 0.00178452 0.00133839 0.00089226 0.00044613]",1.203991,-12.082046,0.42549962,0.025746834
7011682600150145916500060103,37.570377,-0.12883248,QSO,BROADLINE,0.87735355,0.00012820082,0,,,,,,,18.4914,18.4914,18.0616,,,,,,[10.057614 28.69911  25.90627  23.530647 17.300148],1.4346173,4472,1.1011072,"[3.6992413e-01 8.5006692e-02 1.4725569e-02 4.4622938e-03 2.4542615e-03
 1.7849174e-03 6.6934404e-04 2.2311468e-04 0.0000000e+00 0.0000000e+00]",-0.24682133,0.17205535,0.16882585,0.022508176
7011683400150145916500060103,37.652842,-0.10020689,STAR,F3/F5V (30743),-0.00033559103,8.608453e-06,0,,,,,,,17.6614,17.6614,17.0377,,,,,,[16.697178 43.685722 42.531296 39.031216 26.241116],1.3600059,4485,1.0204381,"[0.33162585 0.05790646 0.00824053 0.00445434 0.00244989 0.00111359
 0.00089087 0.00066815 0.00066815 0.00066815]",7.5185595,-8.475445,0.3159936,0.022920296
