specobjid,ra,dec,class,subclass,z,z_err,z_warning,psfmag_g,psfmag_r,psfmag_i,psfmag_z,fiber2mag_g,fiber2mag_r,gaia_g_mag,bp_mag,rp_mag,wise_w1_mag,wise_w2_mag,twomass_j_mag,twomass_h_mag,twomass_k_mag,sn_median,rchi2,dof,chi68p,fracnsigma,pmra,pmdec,parallax,ebv
7747214100150775918700060103,89.804106,21.011605,STAR,K4III (136726),7.894932e-05,7.338252e-06,0,,,,,,,16.0125,16.0125,14.3868,,,,,,[ 4.197116 32.257774 55.935135 58.89854  58.879036],2.400586,4510,1.236373,"[0.40442967 0.14462902 0.05182724 0.02059801 0.01018826 0.00575858
 0.00332226 0.00177187 0.0013289  0.00088594]",-3.851579,-7.040957,0.874299,0.36092973
7747215800150775918700060103,89.838119,21.050283,STAR,WDcooler,-3.7542817e-05,4.9348542e-05,0,,,,,,,17.9217,17.9217,17.7292,,,,,,[ 5.1459618 13.812785  12.966797  11.951521   9.820737 ],1.3994192,4512,1.11001,"[3.7170687e-01 7.5049810e-02 1.1290680e-02 3.3207880e-03 2.2138588e-03
 1.3283152e-03 1.1069294e-03 1.1069294e-03 4.4277176e-04 2.2138588e-04]",-52.309685,-53.11723,7.431608,0.01898062
7747214900150775918700060103,89.916459,21.051361,STAR,K4III (136726),-0.00019049621,2.1630176e-05,0,,,,,,,16.4842,16.4842,14.8172,,,,,,[ 4.7317605 28.188356  51.884384  56.16216   56.087517 ],1.9191111,4524,1.1964005,"[0.4036211  0.123206   0.03532789 0.01280636 0.00507838 0.00198719
 0.0008832  0.0008832  0.0006624  0.0004416 ]",7.339321,-0.10778809,0.9034388,0.35012668
7747277400150775918700060103,89.617355,21.261241,STAR,O8/O9 (167771),9.150214e-05,1.3731546e-05,0,,,,,,,15.8428,15.8428,14.2588,,,,,,[ 7.0934443 31.410496  52.949505  57.125385  57.030098 ],5.078801,4514,1.7014953,"[0.5288781  0.25912812 0.10754592 0.04602788 0.0256694  0.01947333
 0.01394114 0.01062182 0.00885152 0.00752379]",-0.3283523,-1.4522833,0.20843141,1.2120594
7747274400150775918700060103,89.750359,21.286934,STAR,O8/O9 (167771),0.00016172703,7.9996635e-06,0,,,,,,,15.0744,15.0744,13.6384,,,,,,[23.155718 53.12095  62.65624  63.471684 63.28    ],8.410125,4529,2.6163573,"[0.701588   0.4367005  0.26334363 0.13299514 0.06307896 0.03109837
 0.01962947 0.01257168 0.00926334 0.00727834]",0.0612623,-0.40624458,-0.042072937,0.009108659
7747227400150775918700060103,89.895381,21.251041,STAR,F2III (89254),-0.00012801618,8.5519305e-06,0,,,,,,,15.6982,15.6982,14.1283,,,,,,[ 9.947312 43.14199  58.98373  60.847958 60.55718 ],5.1289682,4523,1.8479259,"[0.60556537 0.28423145 0.10335689 0.02672262 0.01590106 0.01258834
 0.01037986 0.00839223 0.00684629 0.0059629 ]",2.6276333,-0.27147037,-0.4910259,0.009108659
7747291100150775918700060103,89.540494,21.429362,STAR,M5III (221615),-1.5244997e-05,2.199065e-05,0,,,,,,,16.356,16.356,13.5661,,,,,,[ 2.5555248 28.098042  52.009922  62.84427   63.784122 ],37.11326,4526,5.508504,"[0.82785255 0.6837343  0.566983   0.45376298 0.3623924  0.2767601
 0.2048113  0.15272567 0.11299933 0.08320459]",4.9200554,-7.819471,19.466356,0.009108659
7748239500150775918700060103,89.435276,21.55906,STAR,A4V (97603),9.8257085e-05,4.570826e-05,0,,,,,,,15.989,15.989,13.65,,,,,,[ 4.488432 29.623972 59.617023 62.693226 63.35918 ],4.005792,4530,1.5823246,"[0.5128997  0.2275634  0.09018743 0.03902977 0.02072767 0.0154355
 0.01323043 0.00992282 0.00683572 0.00396913]",-0.16334368,-1.1134099,0.28020197,0.94832003
7748243900150775918700060103,89.500511,21.588509,GALAXY,,0.706184,4.2521584e-05,4,,,,,,,18.4796,18.4796,15.7215,,,,,,[ 0.96913403  2.8091052  16.00878    36.581326   44.062885  ],1.7717652,4517,1.1175938,"[0.3689213  0.09173298 0.0249779  0.00950486 0.00442087 0.00309461
 0.00243148 0.00176835 0.0015473  0.00066313]",-0.052877445,-0.58557343,0.26878113,0.9412163
7748245000150775918700060103,89.41228,21.644717,STAR,K3Ib... (17506),0.00022091671,4.8210226e-05,0,,,,,,,21.4002,21.4002,18.418,,,,,,[ 0.89055246  0.9136643   0.8308513   1.5590563  11.267739  ],1.3452659,4518,1.0886886,"[3.6192793e-01 7.5834624e-02 1.3044439e-02 3.0952906e-03 1.3265532e-03
 1.1054609e-03 4.4218439e-04 4.4218439e-04 2.2109220e-04 2.2109220e-04]",1.8772935,1.020356,0.9410987,0.34371424
