specobjid,ra,dec,class,subclass,z,z_err,z_warning,psfmag_g,psfmag_r,psfmag_i,psfmag_z,fiber2mag_g,fiber2mag_r,gaia_g_mag,bp_mag,rp_mag,wise_w1_mag,wise_w2_mag,twomass_j_mag,twomass_h_mag,twomass_k_mag,sn_median,rchi2,dof,chi68p,fracnsigma,pmra,pmdec,parallax,ebv
7027729700150095916300060103,18.799088,-1.8255727,QSO,BROADLINE,2.4156394,0.0004659521,0,,,,,,,19.9818,19.9818,19.5469,,,,,,[1.399117  4.5717278 4.028305  3.9893477 3.3174107],1.1990379,4519,1.0026523,"[3.2156563e-01 6.3699156e-02 1.5860833e-02 5.1163980e-03 2.5581990e-03
 1.2790995e-03 2.5581990e-04 2.5581990e-04 0.0000000e+00 0.0000000e+00]",-0.12118578,0.5789564,0.45500547,0.054099616
7027732000150095916300060103,18.789427,-1.7688852,STAR,WDcooler,-1.5109866e-05,3.6277474e-05,0,,,,,,,17.9862,17.9862,17.6373,,,,,,[ 7.2467084 20.791716  20.424467  20.411879  13.373307 ],1.2327342,4520,0.96873295,"[0.30497238 0.05878453 0.01524862 0.00552486 0.00353591 0.00243094
 0.00110497 0.00044199 0.00044199 0.        ]",118.477036,88.42214,10.390155,0.055615164
7028394900150095916300060103,19.574053,-2.2125434,QSO,BROADLINE,1.894499,0.0014354287,0,,,,,,,20.2601,20.2601,19.8465,,,,,,[1.0033177 2.3214736 2.3852537 3.5815153 2.8374643],0.92992795,4478,0.9032375,"[2.6938504e-01 4.3003567e-02 6.6844919e-03 1.7825312e-03 2.2281639e-04
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]",1.5787392,-0.87530375,-1.7002587,0.04637917
7027633800150095916300060103,19.105149,-1.9881095,QSO,,2.1766737,0.0006726975,0,,,,,,,20.8733,20.8733,20.0269,,,,,,[1.4327663 2.4501157 2.5540547 2.6420498 1.9925336],0.998892,4500,0.9417483,"[0.28510538 0.03907175 0.00473597 0.0004736  0.         0.
 0.         0.         0.         0.        ]",,,,0.04324775
7028433200150095916300060103,19.254127,-1.9254733,STAR,F0IV (81937),-0.00069818925,1.2020572e-05,0,,,,,,,17.2928,17.2928,16.5669,,,,,,[10.250496 31.541119 34.208538 34.837746 26.27869 ],1.0272896,4505,0.8970508,"[2.6851442e-01 3.9689578e-02 9.0909088e-03 3.3259424e-03 1.9955654e-03
 1.5521065e-03 1.1086474e-03 2.2172950e-04 2.2172950e-04 2.2172950e-04]",0.8068644,-9.265347,0.37396115,0.044482507
7028438900150095916300060103,19.18186,-1.8191086,QSO,BROADLINE,0.87114954,0.00012128314,0,,,,,,,18.7537,18.7537,18.2119,,,,,,[ 4.730121 17.072626 16.331247 16.524431 11.938005],1.9014167,4502,1.2618799,"[0.4326241  0.12721631 0.03125    0.0070922  0.00199468 0.00110816
 0.00088652 0.00044326 0.00044326 0.00044326]",0.010390419,-0.14793567,-0.34390613,0.0551206
7028433900150095916300060103,19.306678,-1.8787215,QSO,BROADLINE,1.5121453,0.0006678741,0,,,,,,,20.1845,20.1845,19.5511,,,,,,[2.4807367 5.531223  5.3958573 5.934442  3.7734149],0.9495057,4496,0.8732388,"[0.2629827  0.03484243 0.00577008 0.00266312 0.00177541 0.00133156
 0.00088771 0.00044385 0.00044385 0.        ]",0.1876919,2.1715744,-0.25136802,0.052887745
7028403700150095916300060103,19.396172,-2.1091197,STAR,WDcooler,-0.00013287696,4.954537e-05,0,,,,,,,18.9512,18.9512,18.8005,,,,,,[ 3.9267294 12.977007  10.796778   9.460409   5.208861 ],1.0069827,4499,0.9320476,"[0.28463587 0.03707815 0.00577265 0.00155417 0.0008881  0.0008881
 0.00066607 0.00066607 0.00066607 0.00066607]",54.559692,-29.742413,3.8128939,0.042681977
7028404000150095916300060103,19.389642,-2.0703622,QSO,,1.6570967,0.0015653453,4,,,,,,,20.8937,20.8937,20.1113,,,,,,[1.1778761 1.3434005 1.7556071 2.6376143 1.8481724],0.90860724,4495,0.90869695,"[2.7480578e-01 3.5960045e-02 4.2175362e-03 1.3318534e-03 1.1098780e-03
 2.2197558e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]",,,,0.04310939
7028431000150095916300060103,19.414572,-1.995424,QSO,BROADLINE,0.96151626,0.00023309802,0,,,,,,,19.545,19.545,19.1156,,,,,,[3.0932245 6.6471334 6.4326987 5.356964  3.7974017],0.99968034,4480,0.90246344,"[2.7772829e-01 4.0757239e-02 6.2360801e-03 2.0044544e-03 1.3363028e-03
 8.9086860e-04 8.9086860e-04 6.6815142e-04 6.6815142e-04 2.2271715e-04]",-0.7963,-0.121164136,0.1806716,0.048824295
7028409700150095916300060103,19.595334,-1.9968904,QSO,BROADLINE,0.86416227,0.00025647754,0,,,,,,,20.6015,20.6015,20.302,,,,,,[1.1667312 3.4223478 3.6696136 3.3094492 2.3094049],0.966937,4492,0.8866369,"[2.6143935e-01 3.4651265e-02 5.3309640e-03 2.6654820e-03 1.9991116e-03
 1.3327410e-03 8.8849402e-04 6.6637050e-04 6.6637050e-04 2.2212350e-04]",,,,0.047575157
7028408500150095916300060103,19.716478,-1.9703686,STAR,WDhotter,1.7253555e-05,3.0172967e-05,0,,,,,,,17.8809,17.8809,17.9078,,,,,,[ 8.606484 24.755112 21.804907 19.204279 11.343246],0.9546912,4514,0.91515183,"[2.7417570e-01 3.9167959e-02 2.6554547e-03 6.6386367e-04 6.6386367e-04
 4.4257578e-04 4.4257578e-04 4.4257578e-04 4.4257578e-04 2.2128789e-04]",12.581601,-2.7050128,5.9861727,0.042939786
7028436900150095916300060103,19.465877,-1.7633364,QSO,BROADLINE,0.6253838,0.000106554566,0,,,,,,,19.01,19.01,18.3039,,,,,,[ 5.017473 14.218534 14.082715 16.686403 10.781018],1.2076305,4484,1.0499456,"[3.4334669e-01 6.0970183e-02 1.0013351e-02 3.1152647e-03 6.6755677e-04
 4.4503782e-04 2.2251891e-04 2.2251891e-04 0.0000000e+00 0.0000000e+00]",0.6027627,0.87719053,-0.1749329,0.06670274
7028411300150095916300060103,19.664022,-1.8328995,STAR,F0IV (81937),6.309632e-05,1.322505e-05,0,,,,,,,17.3885,17.3885,16.6724,,,,,,[ 9.435395 29.409693 33.00178  35.13542  27.216606],0.96906936,4495,0.8692943,"[2.5511110e-01 3.7555557e-02 7.1111112e-03 2.6666666e-03 1.7777778e-03
 8.8888890e-04 6.6666666e-04 4.4444445e-04 2.2222222e-04 2.2222222e-04]",13.1296835,-7.041288,0.26678962,0.05922699
7028397500150095916300060103,19.953961,-2.147964,QSO,BROADLINE,1.7012438,0.00038642396,0,,,,,,,21.1727,21.1727,20.1408,,,,,,[0.9686344 1.7068082 2.3968577 3.3150783 3.4057784],1.0547098,4504,0.97983915,"[0.30482942 0.05206026 0.00819672 0.00287993 0.00088613 0.00044307
 0.         0.         0.         0.        ]",-0.87907165,0.3921255,-0.5466879,0.036183614
7028397700150095916300060103,19.968857,-2.1167686,QSO,BROADLINE,1.5196763,0.00091070036,0,,,,,,,20.8901,20.8901,20.3723,,,,,,[1.0637133 2.397041  2.6279633 3.2039807 1.9792664],0.7767572,4509,0.85424405,"[2.4961275e-01 2.5226820e-02 1.3277273e-03 2.2128789e-04 2.2128789e-04
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]",,,,0.036478505
7004128600150095916300060103,20.056567,-2.1512395,QSO,BROADLINE,0.958059,9.35489e-05,0,,,,,,,18.0754,18.0754,17.6574,,,,,,[ 8.69253  19.764957 22.15223  21.72139  16.656794],1.1131717,4501,0.9621934,"[0.30259365 0.04987808 0.00775881 0.00288184 0.00133008 0.00088672
 0.00088672 0.00044336 0.00044336 0.00044336]",0.5885971,-0.004409971,-0.20665222,0.035987303
7028400100150095916300060103,19.841395,-2.0541525,GALAXY,,0.0,0.0,134,,,,,,,16.7285,16.7285,16.0076,,,,,,[0. 0. 0. 0. 0.],0.0,0,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],25.131323,-7.4583225,0.54505986,0.038038306
7028400600150095916300060103,19.825399,-1.9755932,QSO,BROADLINE,2.5479357,0.001236171,0,,,,,,,19.4965,19.4965,18.8245,,,,,,[2.262472  8.555721  8.08814   8.375489  6.6106567],1.4653552,4514,0.9381096,"[2.8777748e-01 4.7873762e-02 1.3640011e-02 7.2211823e-03 3.4768654e-03
 1.0698048e-03 8.0235355e-04 2.6745119e-04 2.6745119e-04 2.6745119e-04]",0.29277077,-0.2897188,-0.2047102,0.04139302
7028408900150095916300060103,19.791457,-1.9444486,STAR,F8V (G_243-63),0.00039434107,1.039973e-05,0,,,,,,,17.2467,17.2467,16.4558,,,,,,[11.639365 33.117744 38.13349  38.75077  30.703165],1.8321412,4488,1.0226283,"[3.2806587e-01 8.9917652e-02 3.5610951e-02 1.6915202e-02 9.1253063e-03
 5.5642109e-03 4.2288005e-03 2.2256845e-03 2.2256844e-04 2.2256844e-04]",38.298553,-16.755085,0.4043917,0.043460038
7028409500150095916300060103,19.771174,-1.9091491,STAR,F0IV (81937),-0.00088418636,1.7920021e-05,0,,,,,,,18.0393,18.0393,17.355,,,,,,[ 6.942869 23.526567 25.7944   27.365871 19.888554],0.9778298,4496,0.89907813,"[0.2701622  0.03954677 0.00755388 0.00311042 0.00155521 0.00066652
 0.00044435 0.00044435 0.00044435 0.        ]",1.4242479,-11.520089,0.50520694,0.045221265
7028411900150095916300060103,20.039779,-2.0650683,GALAXY,,0.10272716,4.145302e-05,4,,,,,,,19.3444,19.3444,19.4251,,,,,,[3.794578  9.07251   7.2611694 6.114025  3.1866508],1.0483984,4515,0.9188766,"[2.8018576e-01 4.4228218e-02 9.2879254e-03 2.6536931e-03 6.6342327e-04
 6.6342327e-04 6.6342327e-04 4.4228218e-04 2.2114109e-04 2.2114109e-04]",-24.335615,-20.757349,2.2845004,0.03869337
7028414200150095916300060103,19.977198,-1.9060123,QSO,BROADLINE,1.5498736,0.00055252586,0,,,,,,,20.8079,20.8079,19.9567,,,,,,[1.1894872 2.7936823 2.4526587 3.1221626 1.844645 ],0.83761454,4477,0.8695766,"[2.6409629e-01 3.1424113e-02 2.0057946e-03 4.4573212e-04 2.2286606e-04
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]",4.165694,5.0110955,-0.41062722,0.055360742
7028421500150095916300060103,19.805958,-1.8835715,STAR,K5 (G_19-24),0.00019018986,1.3398526e-05,0,,,,,,,19.6393,19.6393,17.7142,,,,,,[ 0.99407303  4.960704   11.324206   19.491453   18.222105  ],1.5014467,4519,1.133602,"[3.7533155e-01 9.1954023e-02 2.1220159e-02 4.6419096e-03 6.6312996e-04
 4.4208666e-04 2.2104333e-04 2.2104333e-04 2.2104333e-04 2.2104333e-04]",3.0633602,-2.1856146,1.7671682,0.04693965
7028421300150095916300060103,19.893698,-1.8510967,STAR,F3/F5V (30743),0.0004133251,7.4515397e-06,0,,,,,,,16.3627,16.3627,15.6747,,,,,,[18.19189  45.00638  50.913754 50.341316 43.96145 ],1.4501897,4517,0.9768598,"[3.0893409e-01 6.7226894e-02 2.1450685e-02 1.0393631e-02 5.7496685e-03
 2.8748342e-03 8.8456436e-04 8.8456436e-04 2.2114109e-04 0.0000000e+00]",20.470041,-7.6323676,0.35803074,0.05380008
7028424200150095916300060103,19.805941,-1.7577017,GALAXY,,0.031452466,0.27091843,0,,,,,,,20.9747,20.9747,19.6402,,,,,,[0.91846323 3.3026974  4.8313813  6.5963755  4.923263  ],1.0247191,4523,0.94949526,"[2.9757175e-01 4.5916114e-02 8.8300221e-03 3.3112583e-03 4.4150109e-04
 2.2075055e-04 2.2075055e-04 2.2075055e-04 2.2075055e-04 0.0000000e+00]",1.7832681,2.386818,-0.73547983,0.06099576
7028418300150095916300060103,20.089592,-1.8309084,QSO,BROADLINE,1.9996879,0.0024064034,0,,,,,,,19.8885,19.8885,19.113,,,,,,[2.6566997 5.8197055 5.9374704 6.7823315 5.1536107],1.0406766,4508,0.9188598,"[0.28290504 0.05318436 0.01430168 0.0073743  0.00335196 0.00201117
 0.00067039 0.         0.         0.        ]",1.8176357,0.24032289,0.42402345,0.048888594
7004139200150095916300060103,20.223495,-2.0210133,STAR,F0IV (81937),-0.00041717925,1.7562617e-05,0,,,,,,,17.8516,17.8516,17.1709,,,,,,[ 5.5004478 22.22708   26.096762  28.859308  21.943169 ],0.9161717,4514,0.89102066,"[2.6488161e-01 3.6069926e-02 4.8683337e-03 2.2128790e-03 8.8515156e-04
 4.4257578e-04 2.2128789e-04 2.2128789e-04 0.0000000e+00 0.0000000e+00]",4.297718,-9.027554,0.0964115,0.045311637
7004142200150095916300060103,20.298369,-1.9074824,STAR,F3/F5V (30743),-0.0002825848,1.4839687e-05,0,,,,,,,18.0286,18.0286,17.2881,,,,,,[ 5.598499 21.2994   22.802359 24.316938 17.202019],0.95579654,4524,0.9109347,"[2.7511591e-01 4.0406272e-02 7.0655774e-03 1.3247958e-03 2.2079929e-04
 2.2079929e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]",7.18853,-3.6828258,0.24786454,0.04240252
