id,ra,dec,class,subclass,z,z_err
6194310700152965931600060103,201.85769,48.27234,2,CV,-0.0026498567,1.4967451e-05
6194310600152965931600060103,201.81353,48.269704,2,F2V (33256),-0.0007713415,4.577616e-05
6194336400152965931600060103,201.5303,48.485057,1,,1.7738147,0.00025057563
6194342400152965931600060103,201.33,48.530068,0,,0.56225026,0.10206466
6194334300152965931600060103,201.51593,48.345859,2,WDcooler,-0.0001464295,0.00050295534
6194334700152965931600060103,201.43404,48.365391,0,,0.0,0.0
6194340900152965931600060103,201.30769,48.430144,2,A8V (155514),-0.00048800602,9.3816474e-05
6194344400152965931600060103,201.26133,48.568607,0,,0.5436867,2.1282327
6194344000152965931600060103,201.17792,48.56683,1,BROADLINE,1.6651613,0.0028644921
6194299100152965931600060103,202.16854,48.074758,1,,1.8992909,0.0024240625
6194306500152965931600060103,202.0675,48.123945,1,,1.5769877,0.0006128301
6194297500152965931600060103,202.30719,47.941007,1,,1.3236825,0.0012328556
6194299300152965931600060103,202.10214,48.067271,1,,2.6492102,0.00037850766
6194305300152965931600060103,201.99851,48.011861,1,,0.8666819,0.00086089235
6194309200152965931600060103,201.8714,48.205685,1,,0.68507075,7.787935e-05
6194331500152965931600060103,201.67696,48.172634,2,F3/F5V (30743),0.00018636689,4.6545527e-05
6194296000152965931600060103,201.69571,48.129307,1,,3.956471,0.0041722767
6194319500152965931600060103,201.59885,48.053868,1,,1.5667244,0.0032575827
6194319700152965931600060103,201.50075,48.110415,1,,2.0941813,0.0017311249
6194297100152965931600060103,202.2025,47.89479,2,F2V (33256),-0.00036388676,2.6033433e-05
6194296800152965931600060103,202.18435,47.861762,2,G4V (32923),-0.0001014981,1.9029074e-05
6194292400152965931600060103,201.98987,47.941886,1,,2.0952804,-1.0
6194284600152965931600060103,201.9635,47.738106,1,,1.9482533,0.0006294731
6194287900152965931600060103,201.87081,47.726794,1,,0.93515354,0.00013116356
6194288700152965931600060103,201.77514,47.742343,2,G8V (101501),-0.00019293405,2.1509559e-05
6194318600152965931600060103,201.42531,48.022121,1,,1.2267988,0.00079479534
6194316400152965931600060103,201.47228,47.827483,0,,0.6459967,0.00056262454
6194322800152965931600060103,201.4439,48.200674,1,,1.426775,0.00089143234
