id,ra,dec,class,z,z_err
7005712600150005914600060103,36.069669,-6.0834693,2,1.9171932,0.0018267144
7006174300150005914600060103,35.370949,-5.4114485,18,0.0002803652,1.575711e-05
12141118400150005914600060103,36.528348,-5.8480236,1,0.33847865,8.297956e-05
7005717500150005914600060103,36.195668,-5.9609085,2,1.4111031,0.0015371403
7006308000150005914600060103,34.587099,-4.909483,11,0.00011330261,1.2925936e-05
11955520100150005914600060103,36.642196,-5.8224503,5,0.3386252,2.7812486e-05
7005716800150005914600060103,36.076819,-5.919753,2,1.6276394,0.0011738025
7006311700150005914600060103,34.675845,-4.9392071,18,0.00049402204,9.852358e-06
12322815200150005914600060103,34.806822,-5.5175674,1,0.47010392,0.00020138528
7005708500150005914600060103,36.458517,-6.0291636,2,0.3204531,7.3085335e-05
7006209200150005914600060103,34.893815,-5.0142663,11,-0.00038395487,1.8621875e-05
12137059300150005914600060103,34.853499,-5.8136593,15,0.08391906,2.965058e-05
7005663500150005914600060103,36.609432,-5.9869653,2,0.7182482,0.00016461608
7006324100150005914600060103,34.809089,-4.4931579,11,-0.0006291132,1.0546414e-05
12137102200150005914600060103,34.936676,-5.7631037,1,0.0412411,5.5511937e-05
7006297600150005914600060103,34.411598,-5.2159177,4,2.1837394,0.005982061
7006403200150005914600060103,34.79469,-4.4499515,3,0.00016561564,1.6430127e-05
11765791700150005914600060103,34.798134,-5.3835178,5,0.429703,1.29547225e-05
7006303500150005914600060103,34.311103,-5.090489,2,1.8928986,0.0017302417
7006404400150005914600060103,34.791726,-4.4073729,19,0.00029531206,8.058562e-05
12141107100150005914600060103,35.427723,-5.3438368,1,0.62208205,0.00017708409
7006303100150005914600060103,34.340239,-5.1080722,4,0.9839131,0.0006825427
7006360600150005914600060103,35.03003,-4.5899083,20,0.00043612567,8.393414e-05
12326772400150005914600060103,35.641438,-5.296313,1,0.25861576,0.00014107369
7006299000150005914600060103,34.485355,-5.1144004,4,1.088059,0.0016117689
7006377700150005914600060103,35.078782,-4.3948803,21,-0.000499856,0.00013062108
11955506300150005914600060103,35.623452,-5.138394,22,0.15014601,3.5099936e-05
7006306700150005914600060103,34.473953,-4.9631896,2,1.4007665,0.00065353577
7006203700150005914600060103,35.298321,-5.0725365,23,-0.00053762225,5.5990797e-05
11765512700150005914600060103,34.886078,-4.7849914,5,0.30376983,1.5944177e-05
7006309300150005914600060103,34.4897,-4.8497973,2,2.258935,0.002524992
7006257000150005914600060103,35.469603,-5.0055827,18,-8.157454e-05,9.6209165e-05
11769481800150005914600060103,35.238098,-4.4625881,5,0.16269548,1.1972819e-05
7005387300150005914600060103,34.7941,-5.8541508,2,0.55823267,0.00017906161
7006228100150005914600060103,35.6103,-5.0205202,3,-3.6121317e-05,1.5241263e-05
12326734800150005914600060103,35.830962,-5.4515185,1,0.21042387,0.00018744536
7005414400150005914600060103,34.649644,-5.6327621,2,0.38658085,8.424332e-05
7006376100150005914600060103,35.160705,-4.421582,6,-0.000540149,9.018413e-05
12326792800150005914600060103,36.180036,-5.526878,1,0.62152404,0.00019993345
7005413300150005914600060103,34.773503,-5.6671224,2,1.8779248,0.0013487268
7006275900150005914600060103,35.513508,-4.5760998,3,-0.00014970361,8.040298e-06
12326793500150005914600060103,36.267283,-5.4714728,1,0.29594225,0.0004028875
7006158000150005914600060103,35.022214,-5.6980469,2,3.9169977,-1.0
7006274200150005914600060103,35.659948,-4.6351104,24,-0.0001904304,4.798957e-05
11955504900150005914600060103,35.890689,-5.1396561,5,0.39719102,2.870788e-05
7006162000150005914600060103,35.103919,-5.6290434,2,1.3188517,0.0007810726
7005806600150005914600060103,36.099859,-5.3446668,25,0.00047945802,8.582237e-05
12326803800150005914600060103,36.280814,-5.2611749,1,0.44466206,0.00031660925
7006185100150005914600060103,34.759444,-5.4291362,4,1.5909579,0.0014169103
7005808300150005914600060103,36.066804,-5.2844724,26,-0.0003335754,5.294449e-05
12141143300150005914600060103,36.24068,-5.2309485,5,0.053762697,1.6552476e-05
7006185200150005914600060103,34.805508,-5.4489919,4,0.6297682,0.00046882167
7005777300150005914600060103,36.482265,-5.5536291,3,0.0008847624,8.614664e-06
12326793600150005914600060103,36.326401,-5.6062679,1,0.19401431,9.401112e-05
7006194400150005914600060103,34.752865,-5.2836761,2,1.4493613,0.0010195823
7005801300150005914600060103,36.481596,-5.4394195,3,-0.00019783158,1.5826701e-05
11769760200150005914600060103,36.676291,-5.4107889,1,0.18951702,3.458286e-05
7006197300150005914600060103,34.773589,-5.1776181,2,1.6504438,0.0017776925
7005768100150005914600060103,36.615073,-5.6857975,11,-0.0006598644,7.879243e-05
12326800100150005914600060103,36.801734,-5.5196403,1,0.31628028,0.00013579172
7006190600150005914600060103,34.891967,-5.3494919,2,0.6479394,0.00022160768
7005791700150005914600060103,36.6211,-5.3406821,27,-3.6248483e-05,9.901325e-05
12141144000150005914600060103,36.335381,-5.3649455,5,0.33007863,1.0293566e-05
7006186500150005914600060103,35.018347,-5.4702081,4,1.2272946,0.0012716692
7005819700150005914600060103,36.743174,-5.1730319,11,-1.1559864e-06,1.8766304e-05
12141146100150005914600060103,36.358494,-5.2130731,5,0.34373912,5.0924536e-05
7006189000150005914600060103,35.006823,-5.3714079,2,2.2232163,0.0018540891
7005820100150005914600060103,36.790309,-5.1336283,28,-0.0004286107,6.325204e-05
12141162300150005914600060103,36.510692,-5.0267477,1,0.29206878,0.00033845284
7006207800150005914600060103,34.892559,-5.1498551,2,1.3241096,0.0009825374
7006238600150005914600060103,36.121842,-4.8845679,3,-0.0002159009,1.5251262e-05
11955321300150005914600060103,36.190669,-4.8786171,1,0.6168958,0.00021692125
7006150700150005914600060103,35.189294,-5.7832764,2,2.3139741,0.002768492
7006237100150005914600060103,36.269963,-4.8964073,3,0.0005858473,8.99239e-05
11955196300150005914600060103,35.94602,-4.5633625,1,0.49032688,9.4998766e-05
7006151400150005914600060103,35.155242,-5.7039622,2,1.1275606,0.0002631054
7006246100150005914600060103,36.048143,-4.8131476,3,-0.00017990275,1.4393808e-05
7006288100150005914600060103,35.805899,-4.5206855,5,0.017355062,5.9310323e-06
7005740500150005914600060103,35.390966,-5.8118993,2,0.502249,0.0001006017
7006249400150005914600060103,36.098432,-4.6852045,3,0.0003072125,1.12837915e-05
12326584000150005914600060103,36.151948,-4.4230036,1,0.4451097,0.00015099678
7006153200150005914600060103,35.383085,-5.6962138,4,1.7189424,-4.0
7006282700150005914600060103,36.031847,-4.5034385,3,-0.0001846629,1.4454929e-05
7005830800150005914600060103,36.401281,-5.0021544,5,0.053819887,9.160653e-06
7006153300150005914600060103,35.383221,-5.6483102,2,0.6276664,9.973438e-05
7006243500150005914600060103,36.362067,-4.7556315,3,-0.000565647,1.3474267e-05
12140909700150005914600060103,36.40651,-4.9112346,5,0.21037866,1.691422e-05
7006161700150005914600060103,35.206427,-5.6253384,2,0.97420996,0.00041162348
7006453900150005914600060103,36.35786,-4.4871182,3,1.7274291e-05,1.6983786e-05
11769504400150005914600060103,36.603944,-4.3671168,1,0.22914816,4.1014024e-05
7006165200150005914600060103,35.145589,-5.4989325,2,2.0410748,0.0008175021
7006454800150005914600060103,36.331193,-4.4527467,18,-0.0003753644,7.139125e-05
12326473600150005914600060103,35.242294,-4.2595246,1,0.48848552,7.8841134e-05
7005754700150005914600060103,35.621606,-5.622532,2,2.116681,0.0012367886
7006456100150005914600060103,36.376151,-4.3524462,3,0.0004504098,1.1915612e-05
12326485900150005914600060103,35.557286,-4.3560762,1,0.27458915,6.243166e-05
7006165800150005914600060103,35.426829,-5.6012344,2,1.3707937,0.00058357866
7006456900150005914600060103,36.505336,-4.3809873,3,0.0001926956,9.258345e-06
12326490500150005914600060103,35.14453,-3.8346115,1,0.16382048,3.1016996e-05
7006167300150005914600060103,35.495017,-5.4923095,2,1.3521341,0.00055383507
7006450000150005914600060103,36.727783,-4.3630783,3,-0.00017708908,2.6290883e-05
11769480600150005914600060103,35.743652,-4.111599,1,0.28843087,0.00022878805
7006168400150005914600060103,35.698055,-5.4954947,2,2.1004686,0.001025082
7006414200150005914600060103,34.653246,-4.2637858,18,-8.543186e-05,1.4623002e-05
11955297000150005914600060103,36.051648,-4.0328351,1,0.43003967,0.00025922284
7006188100150005914600060103,35.117405,-5.4124186,4,1.4574772,0.002176718
7006417900150005914600060103,34.789756,-4.1407356,3,0.00040246843,9.670199e-06
11955516600150005914600060103,36.906842,-5.332768,1,0.21260594,0.00037193645
7006198500150005914600060103,35.198527,-5.3099807,2,1.8761004,0.0003860869
7006411700150005914600060103,34.889927,-4.2210365,3,-0.00080488453,2.3524852e-05
12141135700150005914600060103,37.009578,-5.02182,1,0.044500425,2.2057962e-05
7006174900150005914600060103,35.241896,-5.3269222,2,1.0320117,0.0006124676
7006378100150005914600060103,35.033475,-4.3420827,11,-0.00081583555,1.8703351e-05
11769531800150005914600060103,36.882856,-4.6277214,5,0.072116874,1.4097471e-05
7006200800150005914600060103,35.123362,-5.1729798,2,1.6543713,0.00065633457
7006378500150005914600060103,35.102807,-4.2994201,3,0.0008746805,8.906582e-06
1852736800150005914600060103,35.366403,-4.413581,5,0.00769087,9.559224e-06
7006199300150005914600060103,35.264865,-5.2600354,2,2.0196023,0.0014901713
7006433600150005914600060103,34.939694,-3.7816671,29,-0.0004944028,1.6126323e-05
408595600150005914600060103,36.193829,-4.779437,1,0.03253408,7.562603e-05
7006202000150005914600060103,35.311606,-5.1425207,2,0.99593574,0.00031104696
7006383400150005914600060103,35.386409,-4.3605113,3,-0.00061523454,2.0092646e-05
5094827800150005914600060103,35.297699,-4.0740063,1,0.032668788,0.00010155854
7006176900150005914600060103,35.516531,-5.3142071,4,0.5685421,0.0002297445
7006427700150005914600060103,35.35395,-3.9610275,11,-0.00040888073,0.00014911203
,34.629829,-5.3109849,1,0.4209452,8.829159e-05
7006170000150005914600060103,35.629542,-5.412469,30,0.5144722,0.00020236714
7006401800150005914600060103,35.419495,-3.9737149,31,-6.967696e-05,0.00015359712
,34.963889,-4.1103152,1,0.1205987,5.0155046e-05
7006170500150005914600060103,35.583146,-5.3754346,2,2.2044933,0.0031746568
7006627200150005914600060103,35.536065,-3.8061379,31,-0.0003102154,9.6021584e-05
,35.170576,-4.8272334,1,-0.0058619706,0.015572209
7006170400150005914600060103,35.637272,-5.3601626,4,1.7636392,0.00065502006
7006637300150005914600060103,35.493066,-3.5779538,3,-0.00050926185,1.0850371e-05
,35.299331,-3.8134855,1,0.17548773,9.2877635e-05
7006178000150005914600060103,35.566672,-5.2670173,2,1.226296,0.0008360381
7006292700150005914600060103,35.966651,-4.3229671,3,0.00037845704,9.317834e-06
,35.441771,-5.505269,1,0.9349824,0.00091979705
7006132600150005914600060103,35.511542,-5.1623651,30,0.27588043,3.4753783e-05
7006494300150005914600060103,36.117786,-4.1934138,29,0.00012177232,1.08298245e-05
,35.470934,-5.2237085,1,0.69944334,0.0003778052
7006178800150005914600060103,35.582767,-5.1742925,4,1.9471349,-1.0
7006599400150005914600060103,35.864566,-3.8991126,32,1.3325273e-05,2.5099289e-05
,35.522272,-6.3882497,1,0.066514075,8.338045e-05
7006301000150005914600060103,34.585383,-5.0740403,2,0.6492539,0.00022198333
7006632300150005914600060103,35.739829,-3.6755524,3,-0.0003865215,9.772376e-06
,35.560463,-4.821766,1,0.9915942,0.0010790497
7006307000150005914600060103,34.534354,-4.9792552,2,0.7157686,0.00010533607
7006611900150005914600060103,35.81598,-3.6560448,3,0.0007129838,2.110896e-05
,35.569916,-4.5964147,1,0.29944685,0.43545413
7006308100150005914600060103,34.558132,-4.8781123,2,1.4408481,0.0011865909
7006612800150005914600060103,36.243266,-3.7972536,23,-8.677667e-05,9.773074e-06
,35.716272,-3.8265745,1,0.60543823,0.0005393649
7006317200150005914600060103,34.613513,-4.9157481,2,2.200247,0.0016648505
7006516500150005914600060103,36.333446,-3.8222636,3,0.0005217692,1.761621e-05
,35.824272,-5.8483095,1,0.07065852,2.0722282e-05
7006318000150005914600060103,34.572718,-4.8534795,2,1.0828047,0.00030198038
7006513500150005914600060103,36.516482,-3.9056921,3,9.3288225e-05,8.374752e-06
,35.986458,-4.8446855,1,0.14918712,0.00026010897
7006318500150005914600060103,34.624239,-4.7955284,2,1.0745941,0.00053345814
7006634400150005914600060103,35.733239,-3.5939543,3,0.00042388897,8.260965e-06
,36.074749,-4.2655327,1,0.3665551,0.00038316203
7006311400150005914600060103,34.78457,-4.9170703,2,1.8419597,0.0009146434
7005783300150005914600060103,37.08334,-5.4767635,31,0.0007158688,7.9886e-05
,36.182597,-5.432065,1,0.07782307,4.713091e-05
7006319200150005914600060103,34.685305,-4.8068753,2,4.520454,0.0014310852
7005794600150005914600060103,36.997296,-5.1970663,23,0.00012016638,8.735217e-06
,36.218222,-5.7714477,1,0.28180924,9.326004e-05
7006319100150005914600060103,34.760805,-4.7745729,2,1.6960344,0.00078581873
7005787100150005914600060103,37.11188,-5.2676708,3,-8.6713555e-07,6.8594327e-06
,36.361936,-4.0970635,1,0.95976007,0.00027769915
7006208800150005914600060103,34.816209,-5.084183,30,0.3779526,0.00012338714
7006015200150005914600060103,37.056661,-5.0614988,33,-3.174602e-05,7.632201e-06
,36.400081,-4.4386302,1,0.4082525,0.000105318475
7006209800150005914600060103,35.008713,-5.0172446,2,1.7900596,0.0011810993
7006045300150005914600060103,37.078838,-4.926714,23,-0.00038503628,1.16360325e-05
,36.421833,-4.2608558,1,0.4080189,0.00021001439
7006213700150005914600060103,35.100372,-4.9527072,2,1.7822746,-1.0
7006051800150005914600060103,37.038017,-4.7323308,3,0.0004436612,1.7143113e-05
,36.564139,-4.9718086,1,0.19096033,0.00032814458
7006312400150005914600060103,34.847065,-4.8635703,2,0.6304203,0.0001231742
7006061200150005914600060103,36.930515,-4.5930957,20,-5.809591e-05,8.169924e-06
7005019500150025914600060103,34.972713,-6.1898776,1,0.0,0.0
7006313200150005914600060103,34.968813,-4.880649,4,1.9244723,0.0028222708
7006074600150005914600060103,36.999566,-4.4610492,23,-0.00045072666,7.7944176e-05
7005733200150025914600060103,35.337295,-6.1206512,1,0.0,0.0
7006313500150005914600060103,35.054588,-4.8539133,2,0.9298552,0.0002985832
7006058600150005914600060103,37.042807,-4.6337291,8,6.074097e-05,9.912868e-06
7005734100150025914600060103,35.369911,-5.9827167,1,0.0,0.0
7006342600150005914600060103,34.533778,-4.7033445,2,1.2955773,0.0012910317
7006461300150005914600060103,36.881499,-4.4460296,3,2.2984716e-05,1.5386195e-05
7005771700150025914600060103,36.314418,-5.7570408,5,0.053585444,8.128112e-06
7006322300150005914600060103,34.764589,-4.6597575,4,1.8439283,0.0020684323
7006461400150005914600060103,36.962278,-4.4089372,31,0.000108529064,2.2406783e-05
7005390400150025914600060103,34.805467,-5.7225842,15,0.053944726,1.0967855e-05
7006347600150005914600060103,34.719909,-4.5451203,4,1.7497929,-1.0
11951503500150005914600060103,34.647448,-5.3510068,34,0.0010278294,1.9834043
7006185200150025914600060103,34.805508,-5.4489919,1,0.0,0.0
7006320900150005914600060103,34.83848,-4.7208813,4,2.802583,0.0022469985
5094559500150005914600060103,36.99234,-5.0305658,35,-0.00086311315,0.00033410412
7006196300150025914600060103,34.912856,-5.1927162,7,0.1505492,1.0692697e-05
7006316300150005914600060103,34.921557,-4.6834705,2,2.0934358,0.0018880691
,34.510551,-4.8790998,36,0.0038119496,3.0442905e-05
7006162600150025914600060103,35.250471,-5.5584609,1,0.0,0.0
7006321800150005914600060103,34.946397,-4.6318959,2,1.6262678,0.0009640151
,35.220178,-6.0097711,37,0.0035715846,0.00014869224
7006165200150025914600060103,35.145589,-5.4989325,1,0.0,0.0
7006314700150005914600060103,35.104781,-4.7483095,2,0.7592924,0.0002900902
,36.200895,-5.2879367,35,-0.0030622699,0.00034284443
7006174900150025914600060103,35.241896,-5.3269222,1,0.0,0.0
7006372900150005914600060103,34.887937,-4.4881117,2,0.9533287,0.0007821672
7004987300150025914600060103,35.407754,-6.4484517,3,-0.00032837433,1.6153906e-05
7006312400150025914600060103,34.847065,-4.8635703,1,0.0,0.0
7006374200150005914600060103,34.899794,-4.4294998,4,2.4885721,0.0023435617
7005734700150025914600060103,35.24326,-6.0288194,3,0.00056026736,1.2739112e-05
7006206200150025914600060103,35.332995,-4.9968778,1,0.0,0.0
7006371500150005914600060103,35.059743,-4.488107,2,2.4650044,0.0010599757
7005730900150025914600060103,35.61671,-6.0234278,6,-0.00069860317,1.0101027e-05
7006261300150025914600060103,35.507909,-4.8026242,1,0.14164336,2.4451076e-05
7006371700150005914600060103,34.991315,-4.4809679,2,3.6302578,0.002512883
7005740000150025914600060103,35.417946,-5.8505189,3,0.00063304376,2.193447e-05
7005750700150025914600060103,36.055709,-5.5959971,1,0.0,0.0
7006211200150005914600060103,35.113005,-4.9926191,4,1.9089482,0.0008746591
7005732400150025914600060103,35.652879,-5.898463,3,9.326137e-05,1.4743719e-05
7006224900150025914600060103,35.715688,-5.1201518,1,0.56762195,0.00018782362
7006206200150005914600060103,35.332995,-4.9968778,2,1.7700266,0.0014836865
7005716400150025914600060103,35.949999,-5.93855,33,0.00025815732,5.788826e-05
7006278700150025914600060103,35.981284,-4.6088569,1,0.19049081,7.390951e-05
7006215500150005914600060103,35.143862,-4.8590574,2,2.73644,0.0024617068
7005706800150025914600060103,36.292114,-6.0544704,3,0.00033332358,2.0717966e-05
7006291400150025914600060103,35.814127,-4.433365,1,0.19018684,6.141829e-05
7006270000150005914600060103,35.247885,-4.8214391,2,1.5446968,0.00035873192
7005719700150025914600060103,36.28566,-5.8559544,32,0.00022089927,4.630081e-05
7006481600150025914600060103,36.186326,-4.391831,1,0.1485476,2.846613e-05
7006269000150005914600060103,35.343798,-4.7829862,2,2.640801,0.00088770257
7005712000150025914600060103,36.391822,-5.9646943,31,-0.00013653799,9.609722e-06
7006052600150025914600060103,36.789687,-4.8550896,1,0.14077525,1.20436125e-05
7006267800150005914600060103,35.393121,-4.8182629,2,1.6629486,0.00049107755
7005663300150025914600060103,36.851693,-5.9517632,18,-0.0003263427,1.4243104e-05
7006441200150025914600060103,36.711701,-4.6265908,1,0.082671374,3.210572e-05
7006202900150005914600060103,35.441361,-5.0383999,4,0.96382225,0.0008404487
7005664600150025914600060103,36.755257,-5.8750555,18,-0.00017543626,1.1422059e-05
7006408300150025914600060103,34.992285,-4.2854985,1,0.0,0.0
7006260100150005914600060103,35.51391,-4.9059262,2,1.0250746,0.000467719
7005415700150025914600060103,34.383286,-5.6325971,3,0.00046166327,1.4763762e-05
11955214000150025914600060103,35.106679,-3.820731,1,0.22727686,3.4574852e-05
7006263800150005914600060103,35.623427,-4.8283716,2,2.2743614,0.001517568
7005421300150025914600060103,34.397376,-5.498546,3,-0.00069646735,1.5558708e-05
7006627200150025914600060103,35.536065,-3.8061379,1,0.0,0.0
7006265000150005914600060103,35.666345,-4.7481838,2,1.1879069,0.0010090012
7005423000150025914600060103,34.477716,-5.4114697,3,-0.0003822938,1.1908516e-05
7006294500150025914600060103,35.741595,-4.311314,12,0.23802477,3.0486779e-05
7006358100150005914600060103,35.134415,-4.7049361,2,1.3997368,0.00063527207
7006302700150025914600060103,34.25385,-5.1713761,3,0.00026695032,1.21224e-05
7006294700150025914600060103,35.907666,-4.2868646,1,0.1427272,5.8715945e-05
7006271600150005914600060103,35.269355,-4.7111316,2,1.0550288,0.00077392685
7006302400150025914600060103,34.277634,-5.1750164,29,0.0002574764,1.3918079e-05
7006483600150025914600060103,36.28092,-4.3099473,15,0.10433364,1.5053758e-05
7006271900150005914600060103,35.273549,-4.6837631,30,0.19848432,9.0712274e-05
7006296700150025914600060103,34.459475,-5.2875034,23,-5.6571993e-05,5.7553945e-05
7006471600150025914600060103,36.683069,-4.274131,1,0.2287612,4.09556e-05
7006275100150005914600060103,35.387943,-4.6302771,4,2.9825191,0.005844338
7006330000150025914600060103,34.316562,-4.7483984,3,-4.4795022e-05,1.2238785e-05
7006061200150025914600060103,36.930515,-4.5930957,1,0.0,0.0
7006377200150005914600060103,35.252198,-4.3907959,2,3.7261274,0.0007996225
7005419800150025914600060103,34.552611,-5.5218703,14,-0.00055397575,3.0705858e-05
12141093400150025914600060103,35.354084,-6.2932251,1,0.3797232,6.608647e-05
7006365500150005914600060103,35.3127,-4.532121,2,1.7566495,0.00076319225
7006157500150025914600060103,35.102282,-5.6791905,38,-0.0005230897,7.0869624e-05
11769729800150025914600060103,35.614697,-6.2160015,1,0.43135414,0.00015072501
7006370100150005914600060103,35.326923,-4.3773906,2,0.8279109,0.00017092892
7006160400150025914600060103,34.988374,-5.6588861,31,-0.00070433074,0.000103359795
12141101400150025914600060103,35.585907,-6.1676301,1,0.0,0.0
7006286600150005914600060103,35.631854,-4.5490218,2,1.8164326,0.0016768553
7005420200150025914600060103,34.538239,-5.4864601,39,-0.00049700297,7.598324e-05
12326740900150025914600060103,35.386454,-5.9120104,1,0.044888157,3.4239816e-05
7006287000150005914600060103,35.68506,-4.5630735,2,0.7610651,0.00011066977
7006152700150025914600060103,35.306221,-5.7062606,3,0.00066878943,9.992675e-06
12326731400150025914600060103,35.841345,-6.262842,1,0.4708175,8.6698514e-05
7006366300150005914600060103,35.464123,-4.4813506,4,1.417704,0.0015294984
7005751700150025914600060103,35.639744,-5.7300788,40,-0.00037897076,7.7314115e-05
11769699300150025914600060103,35.709507,-6.0268517,5,0.02322619,9.983235e-06
7006289600150005914600060103,35.533825,-4.4596429,2,1.6802101,0.00092447223
7005753200150025914600060103,35.585259,-5.7090063,3,0.00053671235,4.9664945e-05
12141118400150025914600060103,36.528348,-5.8480236,1,0.33850762,5.5045526e-05
