id,ra,dec,class,z,z_err
7006288000150005914600060103,35.677266,-4.5051592,2,1.1693822,0.0009007223
7006153400150025914600060103,35.440388,-5.6270266,3,-0.0007180828,1.5989446e-05
11955520100150025914600060103,36.642196,-5.8224503,5,0.33866155,1.733921e-05
7005752300150005914600060103,35.770965,-5.7141642,4,1.0756398,0.0016104635
7006174300150025914600060103,35.370949,-5.4114485,3,0.0002707121,1.5691929e-05
12322815200150025914600060103,34.806822,-5.5175674,1,0.46976507,0.00018994858
7005753000150005914600060103,35.774911,-5.6709431,2,2.8355353,0.00025349925
7006199000150025914600060103,35.12314,-5.2789485,18,0.00047557565,1.242504e-05
12137059300150025914600060103,34.853499,-5.8136593,15,0.083886154,1.4328277e-05
7005750100150005914600060103,35.962907,-5.6306613,2,1.3433839,0.00029529395
7006178800150025914600060103,35.582767,-5.1742925,3,8.30914e-05,1.3113236e-05
12137102200150025914600060103,34.936676,-5.7631037,15,0.041193347,3.4136236e-05
7006168700150005914600060103,35.7267,-5.4819243,4,1.2121556,0.0017928103
7006308000150025914600060103,34.587099,-4.909483,11,0.00012324224,1.0884078e-05
11951503500150025914600060103,34.647448,-5.3510068,1,0.6088649,0.00019943569
7005746500150005914600060103,36.097949,-5.7632531,2,1.5347311,0.0012143614
7006311700150025914600060103,34.675845,-4.9392071,3,0.00052767945,9.3878825e-06
11951516800150025914600060103,34.791692,-5.4919286,1,0.0,0.0
7005750700150005914600060103,36.055709,-5.5959971,2,2.2501245,-1.0
7006209200150025914600060103,34.893815,-5.0142663,3,-0.0003722623,1.5853302e-05
11765791700150025914600060103,34.798134,-5.3835178,5,0.4296682,1.3356181e-05
7005722800150005914600060103,36.154633,-5.7531054,2,0.4791745,9.165597e-05
7006324100150025914600060103,34.809089,-4.4931579,29,-0.00061244826,8.112359e-06
12326772400150025914600060103,35.641438,-5.296313,1,0.2585329,9.158404e-05
7005804700150005914600060103,36.055865,-5.456932,2,3.7726562,0.0017577955
7006403200150025914600060103,34.79469,-4.4499515,18,0.00016797896,1.435336e-05
11955506300150025914600060103,35.623452,-5.138394,15,0.15016334,3.0541374e-05
7005799200150005914600060103,36.13163,-5.4719224,2,2.101372,0.0007818751
7006404400150025914600060103,34.791726,-4.4073729,19,0.00044259135,8.6284635e-05
11765512700150025914600060103,34.886078,-4.7849914,5,0.30381602,1.3660295e-05
7006169600150005914600060103,35.735266,-5.3486663,2,1.350356,0.0008674741
7006360600150025914600060103,35.03003,-4.5899083,33,0.00052656495,8.346455e-05
12322575300150025914600060103,34.622864,-4.5580622,22,0.3941058,2.9112338e-05
7006216900150005914600060103,35.812818,-5.3176227,2,0.9716436,0.0002042151
7006377700150025914600060103,35.078782,-4.3948803,3,-0.000654486,0.00013928181
11769481800150025914600060103,35.238098,-4.4625881,5,0.16270532,1.0876652e-05
7006218700150005914600060103,35.70698,-5.2481143,2,0.3165792,0.00014399711
7006203700150025914600060103,35.298321,-5.0725365,18,-0.0005456257,5.9450464e-05
12326734800150025914600060103,35.830962,-5.4515185,1,0.21057999,0.00013501695
7006225000150005914600060103,35.801911,-5.106962,2,2.207693,0.0013525703
7006257000150025914600060103,35.469603,-5.0055827,18,-0.00021742027,7.475432e-05
12326792800150025914600060103,36.180036,-5.526878,1,0.6214058,0.00014563304
7006223000150005914600060103,35.946709,-5.0980367,2,2.3285942,0.0026941649
7006228100150025914600060103,35.6103,-5.0205202,3,-2.4093348e-05,1.3985253e-05
12326793500150025914600060103,36.267283,-5.4714728,1,0.2953317,0.00022437965
7005809200150005914600060103,36.201229,-5.3500448,4,1.0385027,0.0006537486
7006376100150025914600060103,35.160705,-4.421582,41,-0.0004001849,7.131921e-05
11955504900150025914600060103,35.890689,-5.1396561,5,0.39711145,2.7164318e-05
7005803500150005914600060103,36.232392,-5.366646,2,2.841972,0.00359007
7006275900150025914600060103,35.513508,-4.5760998,3,-0.00014529964,7.2542057e-06
12326803800150025914600060103,36.280814,-5.2611749,1,0.4444921,0.00025066538
7005813300150005914600060103,36.192396,-5.1410316,2,1.3607198,0.00042832867
7006274200150025914600060103,35.659948,-4.6351104,24,-0.00017240175,4.591773e-05
12141143300150025914600060103,36.24068,-5.2309485,5,0.05377091,1.4026203e-05
7005774500150005914600060103,36.424619,-5.592325,2,1.6493343,0.0010093695
7005806600150025914600060103,36.099859,-5.3446668,42,0.00025217058,4.9174338e-05
12326793600150025914600060103,36.326401,-5.6062679,1,0.19381896,0.000107837994
7005772100150005914600060103,36.549978,-5.6699082,4,0.1682981,2.3290799e-05
7005808300150025914600060103,36.066804,-5.2844724,23,-0.00051150867,4.3018274e-05
12326784500150025914600060103,36.474122,-5.719493,1,0.15539223,9.8453296e-05
7005777100150005914600060103,36.485111,-5.5807258,2,2.06991,0.0016516021
7005772100150025914600060103,36.549978,-5.6699082,27,0.000738045,6.9004986e-05
12326800100150025914600060103,36.801734,-5.5196403,1,0.3161949,7.2997515e-05
7005777900150005914600060103,36.42662,-5.4974372,2,1.2869109,0.00026647258
7005777300150025914600060103,36.482265,-5.5536291,3,0.0008747769,7.4070417e-06
12141144000150025914600060103,36.335381,-5.3649455,5,0.33007902,1.2072182e-05
7005800500150005914600060103,36.399335,-5.4463705,2,0.81234723,0.00017031202
7005801300150025914600060103,36.481596,-5.4394195,3,-0.0001952752,1.572754e-05
12141146100150025914600060103,36.358494,-5.2130731,5,0.34385565,3.6329526e-05
7005777700150005914600060103,36.508783,-5.515219,2,1.5653857,0.0008072203
7005768100150025914600060103,36.615073,-5.6857975,43,-0.00048908545,5.150537e-05
12141162300150025914600060103,36.510692,-5.0267477,1,0.2918801,0.00017441217
7005769800150005914600060103,36.701757,-5.6266855,2,2.367856,0.0026197867
7005791700150025914600060103,36.6211,-5.3406821,31,-0.00018741768,0.000107396525
12326474500150025914600060103,35.956944,-4.6234866,1,0.007445861,3.4228753e-05
7005788400150005914600060103,36.788669,-5.4260501,4,1.3521495,0.0012049903
7005819700150025914600060103,36.743174,-5.1730319,11,-1.002765e-05,1.4807253e-05
11955196300150025914600060103,35.94602,-4.5633625,1,0.4904706,7.8196936e-05
7005814100150005914600060103,36.570522,-5.3647231,2,2.4540415,0.003515207
7005820100150025914600060103,36.790309,-5.1336283,39,-0.0003989927,5.833874e-05
7006288100150025914600060103,35.805899,-4.5206855,5,0.017378947,5.883414e-06
7005816400150005914600060103,36.478611,-5.2318077,4,1.2560283,0.00054812874
7006238600150025914600060103,36.121842,-4.8845679,3,-0.00023915048,1.3683503e-05
12326584000150025914600060103,36.151948,-4.4230036,1,0.44498378,0.00013949155
7005827100150005914600060103,36.390803,-5.1339176,2,1.1843319,0.00024338704
7006237100150025914600060103,36.269963,-4.8964073,19,0.000420891,0.00013464704
7005830800150025914600060103,36.401281,-5.0021544,5,0.053810652,6.430549e-06
7005795200150005914600060103,36.824526,-5.2733159,2,0.5665792,0.00034946084
7006246100150025914600060103,36.048143,-4.8131476,3,-0.00020264371,1.2243201e-05
12140909700150025914600060103,36.40651,-4.9112346,5,0.21039522,1.5641539e-05
7005820700150005914600060103,36.718865,-5.1056009,2,1.6312399,0.0008084223
7006249400150025914600060103,36.098432,-4.6852045,3,0.0003069034,9.772547e-06
11769504400150025914600060103,36.603944,-4.3671168,15,0.22917955,2.8950046e-05
7005824200150005914600060103,36.628296,-5.0978289,2,1.6587386,0.00064182474
7006282700150025914600060103,36.031847,-4.5034385,44,-0.00023996095,2.194701e-05
12136865700150025914600060103,34.87044,-4.116705,1,0.7826745,0.0001393348
7006232400150005914600060103,35.745446,-4.9812354,2,0.46718207,0.00017690433
7006243500150025914600060103,36.362067,-4.7556315,3,-0.00057233416,1.3906729e-05
12326473600150025914600060103,35.242294,-4.2595246,1,0.48840353,5.7705318e-05
7006231600150005914600060103,35.994356,-4.8977184,2,2.247925,0.0031055529
7006453900150025914600060103,36.35786,-4.4871182,3,2.0718977e-05,1.6920718e-05
12326485900150025914600060103,35.557286,-4.3560762,1,0.07495796,7.517014e-05
7006265300150005914600060103,35.731332,-4.7362476,4,2.87611,0.0036855498
7006454800150025914600060103,36.331193,-4.4527467,18,-0.0005825693,6.9910915e-05
12326490500150025914600060103,35.14453,-3.8346115,1,0.16371979,2.6073034e-05
7006233500150005914600060103,35.888538,-4.8230077,2,2.3056185,0.0009453005
7006456100150025914600060103,36.376151,-4.3524462,3,0.00047976893,9.8195615e-06
11769480600150025914600060103,35.743652,-4.111599,1,0.28862268,0.0002663709
7006248200150005914600060103,35.978401,-4.8041935,2,2.4673686,-1.0
7006456900150025914600060103,36.505336,-4.3809873,3,0.00018283846,9.588867e-06
11955297000150025914600060103,36.051648,-4.0328351,1,0.48099506,4.6822417e-05
7006237400150005914600060103,36.121325,-4.9688379,2,1.4947009,0.0008107833
7006450000150025914600060103,36.727783,-4.3630783,3,-0.00020721789,1.8720079e-05
11955516600150025914600060103,36.906842,-5.332768,1,0.21224853,0.00017612982
7006237600150005914600060103,36.202877,-4.9352823,2,1.6521943,0.0010441213
7006414200150025914600060103,34.653246,-4.2637858,3,-8.0091995e-05,1.250671e-05
11955535500150025914600060103,36.977009,-5.1163999,1,0.4366479,0.00012933137
7006246900150005914600060103,36.137253,-4.7950972,2,2.2124183,0.0013983062
7006417900150025914600060103,34.789756,-4.1407356,3,0.00039868933,9.011783e-06
12141135700150025914600060103,37.009578,-5.02182,1,0.04451137,2.2268036e-05
7006239500150005914600060103,36.158016,-4.8340666,2,1.874371,0.0025561866
7006411700150025914600060103,34.889927,-4.2210365,18,-0.00076781557,1.2882624e-05
11769531800150025914600060103,36.882856,-4.6277214,5,0.07211139,1.473147e-05
7006278300150005914600060103,35.906335,-4.668395,2,1.753382,0.0011119157
7006378100150025914600060103,35.033475,-4.3420827,19,-0.0008310643,1.2002016e-05
1852736800150025914600060103,35.366403,-4.413581,5,0.007689795,7.401827e-06
7006288200150005914600060103,35.723401,-4.4914508,30,0.21527468,4.898819e-05
7006378500150025914600060103,35.102807,-4.2994201,3,0.0008609719,7.5913235e-06
408595600150025914600060103,36.193829,-4.779437,1,0.032505516,7.6366414e-05
7006284300150005914600060103,35.967474,-4.508854,2,2.0126438,0.000945972
7006412000150025914600060103,34.853263,-4.1812339,3,0.00029308864,1.643959e-05
5094827800150025914600060103,35.297699,-4.0740063,1,0.60308707,0.00014909837
7006292000150005914600060103,35.919939,-4.3821004,2,0.9601303,0.00041894882
7006433600150025914600060103,34.939694,-3.7816671,11,-0.00049573823,1.2542211e-05
,34.510551,-4.8790998,1,0.2792821,8.0137164e-05
7006281800150005914600060103,36.100735,-4.5416633,2,1.6758443,0.00088216085
7006383400150025914600060103,35.386409,-4.3605113,3,-0.0006103595,1.6488913e-05
,34.653784,-5.3803827,1,0.2892566,0.0001432099
7006255700150005914600060103,36.20779,-4.5072066,2,1.0238774,0.0005566136
7006399000150025914600060103,35.627918,-4.0573008,3,1.1971522e-05,9.698504e-06
,35.076112,-5.0917211,1,0.082976334,5.479857e-05
7006283800150005914600060103,36.162391,-4.4517559,30,0.25267372,6.582492e-05
7006427700150025914600060103,35.35395,-3.9610275,18,-0.00044856695,6.373128e-05
,35.164381,-4.5449568,1,0.39506203,0.00017578351
7005836100150005914600060103,36.491895,-4.9558115,4,1.0584366,0.0010005098
7006401800150025914600060103,35.419495,-3.9737149,35,3.4520228e-05,0.00015280611
,35.522272,-6.3882497,1,0.9562849,6.672514e-05
7006242500150005914600060103,36.309973,-4.7834167,2,1.9321728,0.00064297934
7006637300150025914600060103,35.493066,-3.5779538,3,-0.0005125773,1.0287996e-05
,35.52822,-6.2567484,1,0.42894363,8.537675e-05
7006243700150005914600060103,36.364665,-4.7094874,4,0.82147145,0.0001537661
7006292700150025914600060103,35.966651,-4.3229671,3,0.00037329312,9.212758e-06
,35.560463,-4.821766,1,0.19551143,0.085427575
7006240700150005914600060103,36.470569,-4.8369138,2,1.7738531,0.002511672
7006494300150025914600060103,36.117786,-4.1934138,29,0.00013930752,9.210118e-06
,35.783786,-5.3670644,1,0.5163193,0.00038080587
7006440300150005914600060103,36.488589,-4.7167544,4,2.0435388,0.00063892617
7006599400150025914600060103,35.864566,-3.8991126,32,6.779786e-06,2.4323923e-05
,36.074749,-4.2655327,1,0.9389808,0.0004075232
7006052700150005914600060103,36.692741,-4.8654273,4,1.0879629,0.0013234469
7006632300150025914600060103,35.739829,-3.6755524,3,-0.00038982584,8.783454e-06
,36.200895,-5.2879367,1,0.07981661,6.352396e-05
7005825300150005914600060103,36.818843,-5.0023507,2,1.6418339,0.00075704046
7006611900150025914600060103,35.81598,-3.6560448,3,0.00071116764,1.9667223e-05
,36.400081,-4.4386302,1,0.48656702,0.00014862699
7006056300150005914600060103,36.749583,-4.7418386,2,1.6080163,0.0019172766
7006612800150025914600060103,36.243266,-3.7972536,23,-9.449556e-05,9.257386e-06
,36.421833,-4.2608558,1,0.13778542,0.00013741055
7006054200150005914600060103,36.8041,-4.7767829,2,0.9861845,0.00038874077
7006516500150025914600060103,36.333446,-3.8222636,3,0.0004975469,1.5611527e-05
,36.604153,-5.5334713,1,0.07501412,4.5503635e-05
7006251300150005914600060103,36.313976,-4.6691849,2,1.8480688,0.002018569
7006513500150025914600060103,36.516482,-3.9056921,3,8.560916e-05,7.206745e-06
5753114900150165914600060103,113.49664,28.883224,4,1.4791439,0.0009901006
5753171600150165914600060103,113.32243,29.174448,23,4.259591e-05,1.6987755e-05
5757542900150165914600060103,114.34294,28.570419,1,0.0,0.0
5758296700150165914600060103,113.51793,29.025595,2,0.40399513,7.697737e-05
5758471300150165914600060103,113.21169,29.477618,25,0.00011125675,1.324748e-05
5757569800150165914600060103,114.57393,28.922137,1,0.0,0.0
5758311800150165914600060103,113.40817,29.193052,2,1.1930168,0.00055030687
5758314800150165914600060103,113.29079,29.305935,3,0.00024298418,9.148861e-06
5758333400150165914600060103,113.9735,29.582355,1,0.0,0.0
5758315600150165914600060103,113.25448,29.361456,2,1.882332,0.0013607165
5758469900150165914600060103,113.3124,29.481192,45,-2.1619919e-05,1.2753751e-05
5757316500150165914600060103,115.35139,28.526267,1,0.0,0.0
5758315900150165914600060103,113.28621,29.375397,2,1.3010508,0.0006437419
5758318300150165914600060103,113.56369,29.354784,3,-0.00045705147,1.3677188e-05
5757447100150165914600060103,116.04741,29.073803,1,0.825505,0.0006070885
5758317000150165914600060103,113.34315,29.379159,2,1.8652775,0.0011057936
5758487300150165914600060103,113.22189,29.702631,3,-0.00060327735,8.248746e-06
5758433400150165914600060103,114.11505,30.09327,1,0.0,0.0
5758303300150165914600060103,113.55462,29.248025,2,1.1724241,0.00039376214
5758324700150165914600060103,113.56339,29.522919,46,-0.0004202462,0.00010177699
5757710600150165914600060103,115.09237,29.600697,1,0.061591197,9.79386e-06
5758302300150165914600060103,113.59781,29.227069,2,1.3863243,0.00073633454
5757483200150165914600060103,114.58156,28.357478,47,0.00012288752,3.5353205e-05
5758658200150165914600060103,113.7435,30.832652,1,0.0,0.0
5758313900150165914600060103,113.45377,29.320858,4,1.3308668,0.00038187453
5752273000150165914600060103,113.89404,28.612869,45,-1.069233e-05,2.9164352e-05
5757719700150165914600060103,115.38327,29.853119,1,0.1951343,0.00039535933
5758308300150165914600060103,113.59586,29.310941,2,1.1914197,0.00052553444
5753097100150165914600060103,113.73727,28.696502,47,0.000109417575,5.1381077e-05
5758749400150165914600060103,115.7441,30.807337,1,0.14841253,2.2303382e-05
5758316400150165914600060103,113.41124,29.381658,2,0.5552579,0.00018271708
5757552600150165914600060103,114.00135,28.698005,11,0.00016643415,9.600584e-06
5758103700150165914600060103,115.92916,30.587415,1,0.8934294,6.0536207e-05
5758317900150165914600060103,113.41496,29.435153,2,0.70500636,6.7853776e-05
5758233600150165914600060103,113.90085,28.797005,23,0.00010418108,8.931954e-06
2988828900150165914600060103,115.2697,31.159468,1,0.2533002,9.890283e-05
5758319400150165914600060103,113.51735,29.376563,2,1.892399,0.000537443
5758228600150165914600060103,113.94804,28.727704,23,6.4754015e-05,7.483853e-06
12363225400150165914600060103,115.51573,31.045997,1,0.8545308,9.191669e-05
5758319900150165914600060103,113.55846,29.409536,2,1.391885,0.00034094192
5758230400150165914600060103,113.97547,28.750139,11,-0.00027785925,8.542039e-06
11991849000150165914600060103,115.42494,31.100751,1,0.33710238,0.0002704382
5758323000150165914600060103,113.50407,29.467575,2,1.6891875,0.00071298506
5757533700150165914600060103,114.1747,28.47687,24,-5.668325e-05,7.718666e-06
4083848500150165914600060103,115.08728,28.433292,1,0.2958634,0.00017341108
5758321700150165914600060103,113.58616,29.464438,2,0.6213498,0.00018832384
5757535100150165914600060103,114.31808,28.551494,24,0.00010453998,9.09088e-06
4083874100150165914600060103,114.64096,28.769201,1,0.6049132,2.6509268e-05
5758489100150165914600060103,113.18426,29.797137,2,2.4004369,0.0013889858
5757560700150165914600060103,114.24656,28.880047,11,-0.0005868107,9.361776e-06
4084052600150165914600060103,116.2793,29.891032,1,0.65138817,0.09800251
5758476500150165914600060103,113.48242,29.627295,2,0.9187483,0.00023168632
5757484400150165914600060103,114.62364,28.412062,3,0.00015757694,7.712026e-06
4084178900150165914600060103,113.96667,29.54206,1,0.0,0.0
5758233000150165914600060103,113.81501,28.775761,2,2.0569837,0.00038320935
5757482800150165914600060103,114.68865,28.377751,24,0.00030598178,1.9894753e-05
4084216600150165914600060103,114.32922,29.842641,1,0.5202797,0.00042874136
5753093300150165914600060103,113.82059,28.668433,2,1.2714827,0.00044349465
5757538500150165914600060103,114.43079,28.573887,48,0.00011963784,3.0590993e-05
4084232600150165914600060103,114.66705,30.349235,1,0.3187185,0.29547894
5757550800150165914600060103,114.03038,28.584416,2,1.4116437,0.00024857683
5757489900150165914600060103,114.55691,28.546757,47,5.472717e-05,3.1333693e-05
4084254700150165914600060103,113.42422,29.825171,1,0.22718146,5.4611595e-05
5757548400150165914600060103,114.17544,28.58944,2,1.3524889,0.00028334575
5757541900150165914600060103,114.48398,28.645436,49,0.000112135174,2.457284e-05
4084297200150165914600060103,114.02985,30.45195,1,0.47621992,3.3827986e-05
5757549100150165914600060103,114.21505,28.651422,2,1.290027,0.0002835589
5757513000150165914600060103,114.82267,28.616739,11,0.0001796353,9.210001e-06
4084398700150165914600060103,115.83298,30.944053,1,0.0,0.0
5758253100150165914600060103,113.76035,29.028592,2,1.3814722,0.00047485632
5757495600150165914600060103,115.07037,28.503376,23,-0.00018903251,8.802988e-06
5777855500150175914700060103,114.04475,37.557246,1,0.0,0.0
5758256600150165914600060103,113.90254,29.091704,2,1.2770162,0.00032088024
5757545000150165914600060103,114.49619,28.710092,24,0.00022032244,1.2290206e-05
5774946700150175914700060103,115.03303,37.010036,1,0.59601146,0.0002731137
5757557100150165914600060103,114.36929,28.781972,2,2.5700457,0.0015000046
5758304200150165914600060103,113.73033,29.188177,48,-0.00012667532,6.17686e-05
5774953000150175914700060103,115.09072,37.064367,5,0.18230894,1.3867511e-05
5757480500150165914600060103,114.38803,28.416812,2,0.9316788,9.727417e-05
5758305900150165914600060103,113.85028,29.281608,49,1.9917155e-05,2.001623e-05
5774761100150175914700060103,115.62619,36.633926,1,0.33305627,0.028493825
5757488200150165914600060103,114.56772,28.484069,2,2.0557919,0.0009338362
5758261100150165914600060103,113.94599,29.235191,11,-0.0001701781,1.1634376e-05
5777886300150175914700060103,114.21598,37.92916,1,0.0,0.0
5757541000150165914600060103,114.4595,28.608408,2,1.2192814,0.00024562658
5758310600150165914600060103,113.70744,29.419353,3,0.00013717494,6.8921654e-06
5775085200150175914700060103,114.85346,37.770221,1,0.16763183,2.1419924e-05
5757490100150165914600060103,114.62969,28.606876,2,2.1602497,0.00075733755
5758309900150165914600060103,113.74769,29.390626,3,9.1336435e-05,1.0413468e-05
5775085000150175914700060103,114.87272,37.753112,1,0.581768,0.00025408113
5757492300150165914600060103,114.99838,28.42024,2,1.2453293,0.0005810763
5758309500150165914600060103,113.76739,29.386691,9,9.689222e-06,7.3587607e-06
5775041500150175914700060103,115.41609,37.547342,1,0.47118744,8.024351e-05
5757493100150165914600060103,115.03355,28.400084,2,2.6548612,0.0023207038
5758310900150165914600060103,113.75318,29.437343,48,5.083088e-05,4.350968e-05
5775057400150175914700060103,115.59501,37.622438,1,0.26633695,0.0826856
5757546400150165914600060103,114.43079,28.797247,2,1.4232048,0.0002702668
5758281200150165914600060103,114.14395,29.291644,34,0.0003298297,2.5500682e-05
5774906100150175914700060103,115.78547,37.515129,1,0.1150019,3.4447105e-05
5757564000150165914600060103,114.66629,28.765678,2,1.6983182,0.0007434282
5758292300150165914600060103,114.10522,29.504645,11,0.00048681255,7.3269644e-06
5774902600150175914700060103,115.91259,37.454417,1,0.10752742,6.107736e-05
5757583600150165914600060103,114.50959,28.991059,2,1.9418066,0.0004967902
5757587900150165914600060103,114.43871,29.107926,24,0.0002193041,1.891049e-05
5775092800150175914700060103,115.12473,38.050262,1,0.25961348,7.7100114e-05
5757575000150165914600060103,114.68851,28.924486,2,0.76129836,0.00020737517
5757596500150165914600060103,114.64367,29.258573,3,0.0009998647,8.305298e-06
5775065400150175914700060103,115.74896,37.855584,1,0.036791805,7.644739e-05
5757570900150165914600060103,114.73077,28.895613,2,1.106382,0.0002693456
5757573400150165914600060103,114.88452,28.978236,3,0.000918818,8.470457e-06
5774913900150175914700060103,115.9599,37.693583,1,0.1562006,0.0001183372
5757516500150165914600060103,114.78369,28.694128,2,0.9320323,0.00013148975
5757665200150165914600060103,114.97769,29.134332,3,0.00037360936,1.0839409e-05
12276592200150175914700060103,116.14368,37.810848,15,0.097960226,1.9924455e-05
5757517600150165914600060103,114.77086,28.734097,2,1.8527702,0.00044084195
5758352500150165914600060103,114.61688,29.338201,3,0.000499513,9.402247e-06
5790929300150175914700060103,116.37484,37.742381,1,0.042117983,3.3786742e-05
5757525100150165914600060103,114.87265,28.87188,4,1.8035635,0.00048082756
5757683400150165914600060103,114.6825,29.343301,3,0.000118834294,9.891402e-06
5778018500150175914700060103,114.41653,38.73702,1,0.0,0.0
5758308800150165914600060103,113.64192,29.394922,2,1.5561116,0.0007078394
5758368300150165914600060103,114.45923,29.578203,3,0.0006173768,8.165516e-06
5778066400150175914700060103,114.7078,39.281491,1,0.09408507,0.057861958
5758306900150165914600060103,113.80218,29.338108,2,2.26333,0.00044246746
5757680400150165914600060103,114.83643,29.30001,3,0.00010883397,8.265506e-06
5793106500150175914700060103,115.30699,38.747354,1,0.7309431,8.383148e-05
5758265500150165914600060103,114.32902,29.093197,2,0.44618645,5.670626e-05
5757679600150165914600060103,114.93105,29.288919,3,3.0995856e-05,6.8424392e-06
5790951200150175914700060103,116.29994,38.153143,1,0.0,0.0
5758266300150165914600060103,114.32781,29.156008,2,0.3971513,4.3681215e-05
5757685200150165914600060103,114.7827,29.400522,47,0.00014042098,9.9303725e-05
5791089000150175914700060103,116.28698,38.300838,1,0.34506986,2.5027652
5758282600150165914600060103,114.03913,29.283547,4,2.147979,0.0009342228
5757681000150165914600060103,114.88544,29.375932,3,0.00019188704,6.9755674e-06
5793119500150175914700060103,115.1566,38.974246,1,0.0,0.0
5758271100150165914600060103,114.25297,29.290044,2,1.0019177,0.0006496397
5758361500150165914600060103,114.74811,29.524787,44,0.00011236611,0.00019619362
5791152800150175914700060103,115.67868,38.774618,1,0.527575,0.00024006327
5758345600150165914600060103,113.78668,29.756281,2,0.6149514,6.739253e-05
5757308600150165914600060103,115.19899,28.394415,24,0.00021194686,1.0143415e-05
5791122700150175914700060103,116.26038,38.677491,1,0.38440308,5.77721e-05
5758346300150165914600060103,113.86658,29.702832,2,1.6050831,0.001041508
5757314400150165914600060103,115.2191,28.426605,40,0.0041531976,-1.0
5791255000150175914700060103,116.20031,39.428461,1,0.31006467,6.35496e-05
5758340000150165914600060103,113.98754,29.706004,2,1.9591534,0.0009258357
5757315800150165914600060103,115.21344,28.507115,3,0.0012019967,9.80173e-06
5790953600150175914700060103,116.77531,37.984716,1,0.0,0.0
5758285300150165914600060103,114.02402,29.414044,2,0.7319271,0.00014581211
5757313600150165914600060103,115.38454,28.498435,23,-0.00039945391,3.1523734e-05
5790901600150175914700060103,117.11921,37.702478,1,0.5894244,0.0002724409
5758289800150165914600060103,114.32297,29.485125,2,2.2902918,0.0017749985
5757507800150165914600060103,115.14109,28.717065,3,-0.00036376665,7.1843874e-06
5790289600150175914700060103,117.38661,37.502592,1,0.0,0.0
5758335500150165914600060103,114.07548,29.570447,2,1.652915,0.0004448086
5757598700150165914600060103,115.31716,28.663036,3,0.0004503994,9.676267e-06
5791000400150175914700060103,117.40014,38.479565,1,0.0,0.0
5758294100150165914600060103,114.27489,29.565502,2,1.2730852,0.00081244344
5757603700150165914600060103,115.31028,28.802691,42,0.00020780016,1.5915113e-05
5791203800150175914700060103,116.72478,39.192284,1,0.75180906,0.00028254028
5758271700150165914600060103,114.41553,29.219819,2,1.1348202,0.00019843887
5757419500150165914600060103,115.59349,28.762061,11,-4.9604947e-05,7.1093295e-06
12462162100150175914700060103,114.71026,37.286526,1,0.5070337,0.00017430192
5758272500150165914600060103,114.43331,29.252092,2,1.8358968,0.0010441729
5757417000150165914600060103,115.68015,28.736262,3,0.00025794085,5.606937e-06
5774851400150175914700060103,116.52713,37.216022,1,0.8828235,0.00017597503
5757681500150165914600060103,114.66686,29.273331,2,0.6996608,0.00016624341
5757619400150165914600060103,115.2363,28.908792,3,3.3066146e-05,7.397197e-06
11905247400150175914700060103,116.01954,37.88256,1,0.2919201,5.7098332e-05
5757665300150165914600060103,114.98755,29.167204,2,1.7769719,0.00075875694
5757612100150165914600060103,115.41215,28.949228,47,1.4714496e-05,4.10799e-05
5790945000150175914700060103,116.07674,37.981799,1,0.20158847,0.0001168961
5758357200150165914600060103,114.58727,29.481791,2,1.1354284,0.00035924383
5757609900150165914600060103,115.63307,28.957469,47,8.9761896e-05,1.6789885e-05
12462308500150175914700060103,116.11833,38.029244,1,0.9319302,0.00024254374
5758356100150165914600060103,114.75959,29.479937,2,1.3455999,0.00041062222
5757633700150165914600060103,115.63829,29.044629,3,0.00019915194,8.79338e-06
12462295700150175914700060103,116.25366,39.418806,1,0.52879566,0.00032725857
5757691000150165914600060103,114.82067,29.484473,2,1.7452265,0.0005507403
5757672700150165914600060103,115.20336,29.289959,47,0.0001696403,5.9063936e-05
12090889300150175914700060103,116.31312,39.431999,1,0.0020683212,6.254302e-05
5757690500150165914600060103,114.86338,29.46218,2,1.5997986,0.0004221233
5757649700150165914600060103,115.4347,29.253211,3,-5.8575544e-05,9.074003e-06
12462285500150175914700060103,116.72489,38.894006,1,0.48524302,0.00022025479
5757690200150165914600060103,114.90281,29.455345,2,2.0673165,0.0012055032
5757650000150165914600060103,115.46323,29.271322,47,0.00020084665,0.00017698029
12276585500150175914700060103,116.66845,39.062941,1,0.38244385,0.00032556144
5757687900150165914600060103,115.05603,29.446773,2,0.98057353,0.00011627044
5757697100150165914600060103,115.25387,29.45251,34,0.00036181492,8.749339e-05
5778036200150175914700060103,114.60219,38.74758,1,0.6508766,0.00022874164
5757315400150165914600060103,115.18623,28.456463,2,0.8592084,0.00022448806
5757318000150165914600060103,115.78307,29.228756,50,2.3575238e-05,1.1860054e-05
12462218300150175914700060103,115.89102,39.554362,1,0.38579285,0.00011315806
5757312800150165914600060103,115.42766,28.453753,2,1.7052431,0.0011753213
5757640800150165914600060103,115.91126,29.212681,3,-0.00041478896,9.193126e-06
5791182800150175914700060103,116.85262,38.879635,1,0.08762416,2.760563e-05
5757502700150165914600060103,115.27544,28.601713,2,1.6395416,0.0005155479
5757454100150165914600060103,116.08283,29.215395,49,1.658484e-05,2.0626841e-05
5791192300150175914700060103,116.85924,39.120769,1,0.49487603,0.00013124548
5757412400150165914600060103,115.45049,28.642549,2,0.9829759,0.0001893737
