id,ra,dec,class,subclass
7436916300152575928500060103,129.21248,2.7435125,STAR,WDhotter
7436919400152575928500060103,129.35379,2.7541377,STAR,F3/F5V (30743)
7436898900152575928500060103,129.48116,2.5879808,STAR,WDhotter
7436918900152575928500060103,129.38669,2.6985864,STAR,K3V (32147)
7436294200152575928500060103,129.67178,2.621727,STAR,WDhotter
7436298600152575928500060103,129.97943,2.5249078,STAR,K0V (10780)
7436301900152575928500060103,130.27324,2.5666031,STAR,F3/F5V (30743)
7436266100152575928500060103,130.44287,2.6073576,STAR,K5 (G_19-24)
7436341700152575928500060103,130.55968,2.672225,QSO,BROADLINE
7437141800152575928500060103,128.53329,3.1446588,GALAXY,
7436982300152575928500060103,128.77378,3.0358542,STAR,M5III (221615)
7436975400152575928500060103,128.82719,2.9194202,QSO,BROADLINE
7436959800152575928500060103,129.0656,2.8497912,QSO,
7437142500152575928500060103,128.68137,3.1581807,GALAXY,
7437157200152575928500060103,128.57187,3.3527215,STAR,B2III (35468)
7437160400152575928500060103,128.66564,3.3706187,QSO,
7437165500152575928500060103,128.56776,3.4577387,QSO,
7436990500152575928500060103,128.88588,3.1536631,QSO,
7437146400152575928500060103,128.94958,3.2421143,GALAXY,
7436993000152575928500060103,128.99916,3.2304271,QSO,BROADLINE
7437220200152575928500060103,128.32879,3.8423216,QSO,
7437219000152575928500060103,128.35718,3.8128512,QSO,
7437237400152575928500060103,128.54798,3.7996735,STAR,K5 (G_19-24)
7452650600152575928500060103,128.36932,3.9725273,QSO,
7452652400152575928500060103,128.44061,4.0007353,QSO,
7452653600152575928500060103,128.32257,4.0332807,STAR,F3/F5V (30743)
7452656700152575928500060103,128.37158,4.1140991,QSO,
7452663000152575928500060103,128.34757,4.1909967,QSO,BROADLINE
7452663400152575928500060103,128.40654,4.1867234,QSO,
7452658800152575928500060103,128.51085,4.0460511,STAR,WDhotter
7437203200152575928500060103,128.62357,3.5937652,QSO,
7437188500152575928500060103,129.02065,3.6063997,QSO,
7437230500152575928500060103,128.86454,3.7946986,STAR,F8V (30562)
7437192700152575928500060103,128.89954,3.7444199,QSO,
7437239800152575928500060103,128.56016,3.8917198,GALAXY,
7437229400152575928500060103,128.66254,3.871807,GALAXY,
7437249300152575928500060103,128.79701,4.0204771,STAR,A4p (G_37-26)
7437248800152575928500060103,128.81714,4.0108588,QSO,
7437232600152575928500060103,128.92797,3.8982738,QSO,BROADLINE
7437231700152575928500060103,129.00037,3.8633977,QSO,
7437317300152575928500060103,129.06119,4.0890417,QSO,
7452674800152575928500060103,128.3658,4.2605232,QSO,BROADLINE
7452681200152575928500060103,128.40425,4.4052372,STAR,WDhotter
7452776800152575928500060103,128.43356,4.4967906,STAR,WDmagnetic
7437333100152575928500060103,128.78872,4.274287,QSO,
7452763900152575928500060103,128.68578,4.3839366,QSO,BROADLINE
7452780600152575928500060103,128.6774,4.5059193,QSO,
7452771300152575928500060103,128.74403,4.5178401,QSO,BROADLINE
7452761300152575928500060103,128.82423,4.3458856,QSO,
7437319500152575928500060103,129.02703,4.1681402,STAR,G0Ib (204867)
7437339700152575928500060103,128.92806,4.3514524,QSO,
7452771500152575928500060103,128.84298,4.4907284,QSO,
7437340000152575928500060103,128.96355,4.3573213,QSO,
7437341400152575928500060103,128.98834,4.3851062,QSO,BROADLINE
7452785200152575928500060103,128.59652,4.6290855,STAR,WDhotter
7452782300152575928500060103,128.73695,4.5806052,STAR,CV
7452783900152575928500060103,128.79547,4.6656261,QSO,
7452768900152575928500060103,128.9392,4.5350424,QSO,
7452788400152575928500060103,129.09064,4.554952,QSO,
7452791100152575928500060103,129.03579,4.6323183,STAR,CV
7452805000152575928500060103,129.00269,4.7740254,STAR,F0IV (81937)
7452810200152575928500060103,129.01485,4.8092446,QSO,BROADLINE
7452816900152575928500060103,129.02324,5.0319595,GALAXY,
5586674500152575928500060103,129.06912,5.0620007,QSO,BROADLINE
5586707900152575928500060103,129.05755,5.1847415,QSO,
