id,ra,dec,class,subclass
6224039800151735929100060103,216.07588,53.068498,QSO,BROADLINE
6224044200151735929100060103,216.01874,53.115213,STAR,F3/F5V (30743)
6224040400151735929100060103,215.84612,52.958761,QSO,BROADLINE
6224045900151735929100060103,215.6813,53.08889,QSO,BROADLINE
6223840900151735929100060103,215.65231,53.027296,STAR,F3/F5V (30743)
6223842700151735929100060103,215.51167,53.009469,QSO,BROADLINE
6223830700151735929100060103,215.76732,52.775029,QSO,BROADLINE
6223841400151735929100060103,215.41235,52.91631,QSO,
6223836700151735929100060103,215.4509,52.851207,QSO,BROADLINE
6222190000151735929100060103,215.84167,52.376235,GALAXY,
6223831300151735929100060103,215.67747,52.73767,QSO,BROADLINE
6223829300151735929100060103,215.52727,52.721593,QSO,BROADLINE
6223837800151735929100060103,215.30541,52.824959,QSO,BROADLINE
6223827100151735929100060103,215.50613,52.54727,QSO,BROADLINE
6223816500151735929100060103,215.41086,52.556803,QSO,BROADLINE
6223835600151735929100060103,215.27186,52.684241,QSO,BROADLINE
6223837000151735929100060103,215.25092,52.728411,QSO,BROADLINE
6223822800151735929100060103,215.18137,52.603177,QSO,STARBURST BROADLINE
6223824600151735929100060103,215.04269,52.674882,QSO,BROADLINE
6224209500151735929100060103,214.99975,54.215374,QSO,BROADLINE
6224223500151735929100060103,214.54455,54.217,QSO,BROADLINE
6224227300151735929100060103,214.35649,54.331356,GALAXY,
6224080500151735929100060103,215.66911,53.503963,STAR,F3/F5V (30743)
6224090100151735929100060103,215.47381,53.768108,STAR,F3/F5V (30743)
6224090900151735929100060103,215.25313,53.759823,QSO,BROADLINE
6224090800151735929100060103,215.2761,53.735267,QSO,BROADLINE
6224088400151735929100060103,215.09565,53.711922,STAR,A2II (39866)
6224053700151735929100060103,215.77393,53.373914,QSO,BROADLINE
6224081300151735929100060103,215.58614,53.501491,QSO,BROADLINE
6224078100151735929100060103,215.49981,53.435891,QSO,BROADLINE
6224049500151735929100060103,215.55869,53.254652,QSO,BROADLINE
6224047300151735929100060103,215.73077,53.166745,STAR,F3/F5V (30743)
6224048300151735929100060103,215.65046,53.15641,QSO,STARFORMING BROADLINE
6224076500151735929100060103,215.46358,53.299873,QSO,BROADLINE
6224083200151735929100060103,215.43473,53.555935,QSO,BROADLINE
6224080200151735929100060103,215.31567,53.524662,QSO,BROADLINE
6224079000151735929100060103,215.25017,53.360982,QSO,BROADLINE
6224084400151735929100060103,215.16052,53.404593,QSO,STARBURST BROADLINE
6223991400151735929100060103,214.85113,53.532669,QSO,BROADLINE
6224191600151735929100060103,215.06398,54.004024,QSO,BROADLINE
6224195500151735929100060103,214.85113,54.063524,QSO,BROADLINE
6224190600151735929100060103,214.92398,53.938338,QSO,BROADLINE
6224193100151735929100060103,214.73414,53.979162,QSO,BROADLINE
6224091300151735929100060103,215.15154,53.785257,STAR,A2II (39866)
6224187100151735929100060103,214.89302,53.823454,STAR,F3/F5V (30743)
6224187500151735929100060103,214.77185,53.898374,QSO,BROADLINE
6224186800151735929100060103,214.81661,53.823388,QSO,BROADLINE
6224195600151735929100060103,214.81361,54.058039,STAR,F3/F5V (30743)
6224221300151735929100060103,214.34619,54.111539,QSO,BROADLINE
6224195100151735929100060103,214.45672,54.029192,STAR,F0V (90277)
6224221600151735929100060103,214.16365,54.087602,QSO,BROADLINE
6224023100151735929100060103,214.24902,53.968527,QSO,BROADLINE
6224183000151735929100060103,214.92128,53.613781,QSO,BROADLINE
6224183100151735929100060103,214.864,53.624342,QSO,BROADLINE
6224183600151735929100060103,214.84612,53.660125,QSO,BROADLINE
6224186300151735929100060103,214.67732,53.807976,QSO,BROADLINE
6223999700151735929100060103,214.53176,53.701246,QSO,BROADLINE
6224000500151735929100060103,214.45989,53.754941,QSO,BROADLINE
6223998400151735929100060103,214.34085,53.684075,QSO,STARBURST BROADLINE
6224001400151735929100060103,214.46831,53.813749,QSO,BROADLINE
6224022900151735929100060103,214.10713,53.910702,QSO,STARBURST BROADLINE
6224021100151735929100060103,213.92146,53.851186,QSO,
6224020900151735929100060103,213.87012,53.821162,STAR,F3/F5V (30743)
6224021300151735929100060103,213.84169,53.842647,QSO,BROADLINE
6223842900151735929100060103,215.46642,53.04606,STAR,A2II (39866)
6223870200151735929100060103,215.31949,53.102004,GALAXY,
6223865000151735929100060103,215.21849,52.939553,QSO,BROADLINE
6223866200151735929100060103,215.13855,53.055726,STAR,F3/F5V (30743)
6223867700151735929100060103,214.96998,53.034503,QSO,BROADLINE
6223874000151735929100060103,215.10339,53.276415,STAR,F3/F5V (30743)
6223873200151735929100060103,215.04371,53.206622,QSO,BROADLINE
6223881500151735929100060103,214.85186,53.38766,QSO,BROADLINE
6223875400151735929100060103,214.77036,53.09984,QSO,
6223877600151735929100060103,214.73418,53.168643,QSO,BROADLINE
6223985600151735929100060103,214.53222,53.298329,QSO,BROADLINE
6223985900151735929100060103,214.46137,53.270792,QSO,
6223877800151735929100060103,214.57276,53.188004,QSO,BROADLINE
6223864300151735929100060103,215.15509,52.87407,QSO,BROADLINE
6223867200151735929100060103,214.89827,52.952972,QSO,BROADLINE
6223850200151735929100060103,214.93958,52.779996,GALAXY,
6223851500151735929100060103,214.79578,52.856956,STAR,F3/F5V (30743)
6223855100151735929100060103,214.62393,52.814855,STAR,F3/F5V (30743)
6223862200151735929100060103,214.62296,53.03549,QSO,BROADLINE
6223970400151735929100060103,214.33871,53.036277,QSO,BROADLINE
6223967500151735929100060103,214.30243,53.013274,STAR,F3/F5V (30743)
6223967600151735929100060103,214.20123,52.983972,QSO,BROADLINE
6223966700151735929100060103,214.14908,52.947019,QSO,BROADLINE
6223988500151735929100060103,214.36323,53.441113,QSO,BROADLINE
6223995400151735929100060103,214.38164,53.540109,QSO,BROADLINE
6223995800151735929100060103,214.28527,53.548241,QSO,BROADLINE
6223996600151735929100060103,214.11959,53.516761,QSO,BROADLINE
6223987100151735929100060103,214.37198,53.307357,QSO,STARBURST BROADLINE
6223980900151735929100060103,214.19411,53.337751,STAR,F3/F5V (30743)
6223984100151735929100060103,214.08067,53.44979,STAR,F0IV (81937)
6224014500151735929100060103,213.53652,53.660634,QSO,STARBURST BROADLINE
6224010100151735929100060103,213.58268,53.637603,QSO,BROADLINE
6223969700151735929100060103,214.1704,53.115945,QSO,BROADLINE
6223977000151735929100060103,214.02897,53.158258,QSO,BROADLINE
6223980500151735929100060103,214.02968,53.318018,QSO,BROADLINE
6223982500151735929100060103,213.95813,53.334887,QSO,BROADLINE
6223979300151735929100060103,213.77222,53.27284,QSO,BROADLINE
6223975600151735929100060103,213.92253,53.073387,QSO,BROADLINE
6223979000151735929100060103,213.73677,53.201314,STAR,F0IV (81937)
6223976500151735929100060103,213.81424,53.115928,QSO,BROADLINE
6224003900151735929100060103,213.75549,53.410711,QSO,BROADLINE
6224005100151735929100060103,213.6478,53.42696,QSO,BROADLINE
6224003300151735929100060103,213.58564,53.3713,QSO,BROADLINE
6224006800151735929100060103,213.57373,53.469694,GALAXY,
6224011500151735929100060103,213.37945,53.482977,QSO,BROADLINE
6224011200151735929100060103,213.38749,53.463211,GALAXY,
6224005400151735929100060103,213.4939,53.390325,STAR,F3/F5V (30743)
6224005900151735929100060103,213.46735,53.409679,QSO,BROADLINE
6224005500151735929100060103,213.40568,53.364067,STAR,F3/F5V (30743)
6224011100151735929100060103,213.35657,53.429203,STAR,F3/F5V (30743)
6223952100151735929100060103,213.49799,53.180375,QSO,BROADLINE
6223963000151735929100060103,213.27317,53.339584,STAR,F3/F5V (30743)
6223962200151735929100060103,213.20995,53.288809,QSO,BROADLINE
6224222800151735929100060103,214.25808,54.227936,QSO,BROADLINE
6224230100151735929100060103,214.13105,54.288843,QSO,
6224222400151735929100060103,214.21482,54.17989,GALAXY,AGN BROADLINE
6224229800151735929100060103,213.97119,54.304581,QSO,BROADLINE
6224444700151735929100060103,213.72091,54.331243,GALAXY,
